Contig,Feature,Feature Start in Contig,Feature End in Contig,Feature Direction in Contig,Domain Accession,Domain Start in Feature,Domain End in Feature,E-value,Bit Score,Domain Coverage,Domain Description
NC_004347,IOPOJEFP_02294,2528952,2530796,+,TIGR00705,16,606,3.8E-183,608.0,1.0,"SppA_67K: signal peptide peptidase SppA, 67K type"
NC_004347,IOPOJEFP_02295,2530907,2531920,+,TIGR00519,4,335,8.9E-113,374.6,0.9940652818991098,"asnASE_I: L-asparaginase, type I"
NC_004347,IOPOJEFP_02301,2538190,2539194,-,TIGR00635,27,329,8.4E-146,482.7,0.9934426229508196,ruvB: Holliday junction DNA helicase RuvB
NC_004347,IOPOJEFP_02302,2539280,2539897,-,TIGR00084,1,205,1.1E-59,199.2,0.9947916666666666,ruvA: Holliday junction DNA helicase RuvA
NC_004347,IOPOJEFP_02303,2539894,2540502,-,TIGR00228,33,184,2.7E-64,213.8,0.9743589743589743,ruvC: crossover junction endodeoxyribonuclease RuvC
NC_004347,IOPOJEFP_02304,2540604,2541350,-,TIGR01033,1,238,1.5E-100,333.8,1.0,"TIGR01033: DNA-binding regulatory protein, YebC/PmpR family"
NC_004347,IOPOJEFP_02305,2541567,2543342,-,TIGR00459,1,585,2.0E-252,836.7,0.9965870307167235,aspS_bact: aspartate--tRNA ligase
NC_004347,IOPOJEFP_02306,2543527,2546340,-,TIGR00254,772,932,1.3E-43,146.6,0.9642857142857143,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_02307,2546491,2547222,+,TIGR00740,5,243,2.4E-104,346.2,1.0,TIGR00740: tRNA (cmo5U34)-methyltransferase
NC_004347,IOPOJEFP_02308,2547219,2548211,+,TIGR00452,7,320,9.2E-151,499.0,0.9968354430379747,TIGR00452: tRNA (mo5U34)-methyltransferase
NC_004347,IOPOJEFP_02313,2553972,2555099,-,TIGR02351,3,366,6.1E-177,586.0,0.994535519125683,thiH: thiazole biosynthesis protein ThiH
NC_004347,IOPOJEFP_02315,2555862,2556065,-,TIGR01683,4,67,2.4E-19,67.4,1.0,thiS: thiamine biosynthesis protein ThiS
NC_004347,IOPOJEFP_02317,2556961,2558544,-,TIGR00693,337,518,3.6E-48,161.4,0.9035532994923858,thiE: thiamine-phosphate diphosphorylase
NC_004347,IOPOJEFP_02318,2558541,2560706,-,TIGR00190,164,616,1.4E-216,717.2,1.0,thiC: phosphomethylpyrimidine synthase
NC_004347,IOPOJEFP_02320,2562520,2563203,+,TIGR01065,26,225,4.6E-64,213.7,0.9950980392156863,"hlyIII: channel protein, hemolysin III family"
NC_004347,IOPOJEFP_02343,2592721,2593065,+,TIGR01617,2,111,1.6E-29,100.5,0.9743589743589743,"arsC_related: transcriptional regulator, Spx/MgsR family"
NC_004347,IOPOJEFP_02344,2593062,2594216,+,TIGR01246,13,382,1.1E-169,562.3,1.0,dapE_proteo: succinyl-diaminopimelate desuccinylase
NC_004347,IOPOJEFP_02350,2599360,2600097,+,TIGR00466,1,235,1.0E-69,232.6,0.995850622406639,kdsB: 3-deoxy-D-manno-octulosonate cytidylyltransferase
NC_004347,IOPOJEFP_02356,2606497,2607822,+,TIGR01353,21,433,5.8E-121,402.6,1.0,dGTP_triPase: putative dGTPase
NC_004347,IOPOJEFP_02357,2607909,2608550,-,TIGR01182,12,210,2.9E-82,272.9,0.9754901960784313,eda: 2-dehydro-3-deoxyphosphogluconate aldolase/4-hydroxy-2-oxoglutarate aldolase
NC_004347,IOPOJEFP_02358,2608570,2610396,-,TIGR01196,2,600,0.0,1027.5,0.9966722129783694,edd: phosphogluconate dehydratase
NC_004347,IOPOJEFP_02359,2610409,2611107,-,TIGR01198,13,225,1.7E-55,186.1,0.9358974358974359,pgl: 6-phosphogluconolactonase
NC_004347,IOPOJEFP_02360,2611117,2612589,-,TIGR00871,10,489,5.4E-191,633.5,0.9938271604938271,zwf: glucose-6-phosphate dehydrogenase
NC_004347,IOPOJEFP_02362,2613940,2615379,+,TIGR01064,3,478,7.7E-162,537.0,1.0,pyruv_kin: pyruvate kinase
NC_004347,IOPOJEFP_02370,2623056,2625239,-,TIGR00254,298,454,5.7E-18,63.1,0.9821428571428571,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_02376,2627109,2627777,-,TIGR04322,9,222,9.1E-113,373.0,1.0,rSAM_QueE_Ecoli: putative 7-cyano-7-deazaguanosine (preQ0) biosynthesis protein QueE
NC_004347,IOPOJEFP_02377,2627966,2628682,+,TIGR00364,9,209,1.4E-80,267.6,0.9950248756218906,TIGR00364: queuosine biosynthesis protein QueC
NC_004347,IOPOJEFP_02378,2628679,2629293,+,TIGR03902,37,189,3.3E-55,184.2,0.9935064935064936,rhom_GG_sort: rhombosortase
NC_004347,IOPOJEFP_02379,2629719,2631740,-,TIGR00631,6,667,0.0,1078.2,0.9984802431610942,uvrb: excinuclease ABC subunit B
NC_004347,IOPOJEFP_02386,2635627,2636205,+,TIGR01943,3,191,9.2E-88,291.6,0.9947368421052631,"rnfA: electron transport complex, RnfABCDGE type, A subunit"
NC_004347,IOPOJEFP_02387,2636206,2636787,+,TIGR01944,1,185,1.7E-86,286.6,0.9789473684210527,"rnfB: electron transport complex, RnfABCDGE type, B subunit"
NC_004347,IOPOJEFP_02388,2636791,2639163,+,TIGR01945,13,448,4.7E-196,649.4,0.9977011494252873,"rnfC: electron transport complex, RnfABCDGE type, C subunit"
NC_004347,IOPOJEFP_02389,2639229,2640278,+,TIGR01946,8,346,5.9E-144,477.3,1.0,"rnfD: electron transport complex, RnfABCDGE type, D subunit"
NC_004347,IOPOJEFP_02390,2640333,2640971,+,TIGR01947,9,194,4.3E-63,210.8,0.9946524064171123,"rnfG: electron transport complex, RnfABCDGE type, G subunit"
NC_004347,IOPOJEFP_02391,2640964,2641662,+,TIGR01948,6,209,8.9E-85,281.2,0.9948979591836735,"rnfE: electron transport complex, RnfABCDGE type, E subunit"
NC_004347,IOPOJEFP_02392,2641736,2642431,+,TIGR01083,4,194,4.9E-87,288.5,0.9947916666666666,nth: endonuclease III
NC_004347,IOPOJEFP_02397,2646168,2647133,-,TIGR00254,147,253,6.8E-21,72.6,0.6607142857142857,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_02398,2647908,2650739,+,TIGR01782,135,941,4.3E-211,701.5,0.9988479262672811,TonB-Xanth-Caul: TonB-dependent receptor
NC_004347,IOPOJEFP_02405,2659091,2659939,-,TIGR04179,19,277,4.0E-115,381.5,0.9961389961389961,rhombo_lipo: rhombotail lipoprotein
NC_004347,IOPOJEFP_02406,2660153,2660644,-,TIGR00079,4,159,8.4E-50,166.4,0.9813664596273292,pept_deformyl: peptide deformylase
NC_004347,IOPOJEFP_02432,2687864,2689369,-,TIGR03503,95,459,2.0E-142,472.5,0.9946524064171123,TIGR03503: TIGR03503 family protein
NC_004347,IOPOJEFP_02433,2689380,2690108,-,TIGR01406,9,241,3.6E-84,279.9,0.9956709956709957,"dnaQ_proteo: DNA polymerase III, epsilon subunit"
NC_004347,IOPOJEFP_02437,2692502,2693305,+,TIGR03413,4,267,3.9E-92,306.0,1.0,GSH_gloB: hydroxyacylglutathione hydrolase
NC_004347,IOPOJEFP_02441,2697982,2698476,-,TIGR01935,6,154,2.4E-68,226.7,0.9933333333333333,NOT-MenG: RraA family
NC_004347,IOPOJEFP_02450,2704709,2705374,+,TIGR01222,6,219,1.7E-62,209.1,0.995575221238938,minC: septum site-determining protein MinC
NC_004347,IOPOJEFP_02451,2705402,2706211,+,TIGR01968,2,267,8.3E-111,367.5,0.9885057471264368,minD_bact: septum site-determining protein MinD
NC_004347,IOPOJEFP_02452,2706214,2706471,+,TIGR01215,1,84,2.7E-30,102.2,1.0,minE: cell division topological specificity factor MinE
NC_004347,IOPOJEFP_02453,2706710,2707942,-,TIGR01388,48,408,8.4E-111,368.7,0.9889807162534435,rnd: ribonuclease D
NC_004347,IOPOJEFP_02459,2712734,2713507,-,TIGR03725,31,245,5.9E-63,210.6,1.0,T6A_YeaZ: tRNA threonylcarbamoyl adenosine modification protein YeaZ
NC_004347,IOPOJEFP_02462,2715512,2716417,-,TIGR00401,130,273,8.2E-52,173.6,0.9411764705882353,msrA: peptide-methionine (S)-S-oxide reductase
NC_004347,IOPOJEFP_02464,2717785,2718726,+,TIGR03596,3,272,2.4E-105,349.8,1.0,GTPase_YlqF: ribosome biogenesis GTP-binding protein YlqF
NC_004347,IOPOJEFP_02466,2719794,2720813,-,TIGR01036,3,335,2.0E-137,455.7,0.9382022471910112,pyrD_sub2: dihydroorotate dehydrogenase (fumarate)
NC_004347,IOPOJEFP_02473,2733645,2736194,-,TIGR02414,11,847,0.0,1170.0,1.0,pepN_proteo: aminopeptidase N
NC_004347,IOPOJEFP_02474,2736278,2738323,-,TIGR00225,195,554,2.9E-108,359.8,0.9970149253731343,prc: C-terminal processing peptidase
NC_004347,IOPOJEFP_02482,2745679,2747103,+,TIGR00446,37,304,1.2E-92,307.8,1.0,nop2p: NOL1/NOP2/sun family putative RNA methylase
NC_004347,IOPOJEFP_02483,2747334,2748155,-,TIGR00010,13,265,6.3E-89,295.7,0.9960474308300395,"TIGR00010: hydrolase, TatD family"
NC_004347,IOPOJEFP_02485,2748782,2749738,-,TIGR00678,20,203,2.6E-63,211.0,0.9787234042553191,"holB: DNA polymerase III, delta' subunit"
NC_004347,IOPOJEFP_02486,2749732,2750361,-,TIGR00041,6,200,8.4E-54,180.2,0.9846938775510204,DTMP_kinase: dTMP kinase
NC_004347,IOPOJEFP_02487,2750358,2751368,-,TIGR00247,2,335,3.2E-94,313.8,0.9884726224783862,"TIGR00247: conserved hypothetical protein, YceG family"
NC_004347,IOPOJEFP_02488,2751365,2752174,-,TIGR03461,3,263,6.4E-102,338.2,0.9961832061068703,pabC_Proteo: aminodeoxychorismate lyase
NC_004347,IOPOJEFP_02489,2752180,2752761,-,TIGR02274,2,190,1.4E-65,218.3,1.0,dCTP_deam: deoxycytidine triphosphate deaminase
NC_004347,IOPOJEFP_02490,2752791,2753429,-,TIGR00235,1,210,2.3E-88,293.2,0.9951690821256038,udk: uridine kinase
NC_004347,IOPOJEFP_02492,2754717,2756747,+,TIGR00398,8,534,1.7E-188,625.5,1.0,metG: methionine--tRNA ligase
NC_004347,IOPOJEFP_02493,2756946,2757902,+,TIGR04537,218,226,0.048,12.1,0.8181818181818182,encap_target: encapsulation C-terminal sorting signal
NC_004347,IOPOJEFP_02494,2758135,2758887,-,TIGR00486,2,246,9.9E-60,200.2,0.98,"YbgI_SA1388: dinuclear metal center protein, YbgI/SA1388 family"
NC_004347,IOPOJEFP_02496,2759464,2760174,+,TIGR00667,35,217,1.1E-70,235.0,0.9326424870466321,aat: leucyl/phenylalanyl-tRNA--protein transferase
NC_004347,IOPOJEFP_02498,2760963,2761181,+,TIGR00008,3,70,3.1E-38,127.6,0.9855072463768116,infA: translation initiation factor IF-1
NC_004347,IOPOJEFP_02499,2761289,2763556,-,TIGR02639,3,735,0.0,1087.6,0.997275204359673,ClpA: ATP-dependent Clp protease ATP-binding subunit ClpA
NC_004347,IOPOJEFP_02501,2764101,2764307,+,TIGR02381,1,66,3.8E-39,130.5,0.9705882352941176,cspD: cold shock domain protein CspD
NC_004347,IOPOJEFP_02502,2764527,2766752,-,TIGR00178,2,739,0.0,1340.6,0.9919354838709677,"monomer_idh: isocitrate dehydrogenase, NADP-dependent"
NC_004347,IOPOJEFP_02503,2767094,2767891,+,TIGR00093,89,256,2.0E-57,191.4,0.9751552795031055,TIGR00093: pseudouridine synthase
NC_004347,IOPOJEFP_02505,2768721,2769839,+,TIGR00420,11,366,3.0E-153,507.8,1.0,trmU: tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
NC_004347,IOPOJEFP_02507,2770490,2771860,+,TIGR00928,12,455,7.7E-141,467.7,0.9977064220183486,purB: adenylosuccinate lyase
NC_004347,IOPOJEFP_02515,2779868,2782237,-,TIGR01418,5,787,0.0,1240.3,0.9961734693877551,PEP_synth: phosphoenolpyruvate synthase
NC_004347,IOPOJEFP_02517,2783358,2784422,+,TIGR00034,6,349,5.1E-158,523.2,1.0,aroFGH: 3-deoxy-7-phosphoheptulonate synthase
NC_004347,IOPOJEFP_02545,2800365,2800580,+,TIGR02419,3,70,3.3E-23,80.0,1.0,"C4_traR_proteo: phage/conjugal plasmid C-4 type zinc finger protein, TraR family"
NC_004347,IOPOJEFP_02561,2810586,2811137,+,TIGR01635,16,116,3.7E-10,38.0,0.7013888888888888,tail_comp_S: phage virion morphogenesis protein
NC_004347,IOPOJEFP_02567,2814244,2815905,+,TIGR02675,142,225,1.7E-14,51.9,1.0,tape_meas_nterm: tape measure domain
NC_004347,IOPOJEFP_02570,2818316,2818963,+,TIGR01644,15,207,6.5E-26,89.1,0.9479166666666666,phage_P2_V: phage baseplate assembly protein V
NC_004347,IOPOJEFP_02575,2822984,2825668,-,TIGR01051,21,660,1.6E-247,821.5,0.9968354430379747,topA_bact: DNA topoisomerase I
NC_004347,IOPOJEFP_02576,2825952,2827286,+,TIGR03241,4,443,2.8E-221,733.2,0.9977426636568849,arg_catab_astB: succinylarginine dihydrolase
NC_004347,IOPOJEFP_02582,2831461,2832126,-,TIGR01528,26,202,5.8E-16,56.9,0.9572192513368984,NMN_trans_PnuC: nicotinamide mononucleotide transporter PnuC
NC_004347,IOPOJEFP_02587,2837115,2837819,-,TIGR00107,4,232,7.1E-92,305.0,0.9870689655172413,deoD: purine nucleoside phosphorylase
NC_004347,IOPOJEFP_02590,2839349,2839876,-,TIGR00369,26,122,9.4E-13,46.3,0.7692307692307693,unchar_dom_1: uncharacterized domain 1
NC_004347,IOPOJEFP_02605,2852590,2853285,-,TIGR00347,3,180,4.1E-42,142.1,1.0,bioD: dethiobiotin synthase
NC_004347,IOPOJEFP_02606,2853340,2854167,-,TIGR02072,24,269,5.6E-70,233.9,0.9959016393442623,BioC: malonyl-acyl carrier protein O-methyltransferase BioC
NC_004347,IOPOJEFP_02608,2855715,2856767,-,TIGR00433,18,313,6.8E-122,404.3,0.9898648648648649,bioB: biotin synthase
NC_004347,IOPOJEFP_02609,2856890,2858275,+,TIGR00508,14,428,2.0E-178,591.2,0.9976133651551312,bioA: adenosylmethionine-8-amino-7-oxononanoate transaminase
NC_004347,IOPOJEFP_02611,2861908,2863860,+,TIGR02188,20,643,0.0,1036.2,0.9952305246422893,Ac_CoA_lig_AcsA: acetate--CoA ligase
NC_004347,IOPOJEFP_02613,2865902,2866162,+,TIGR02183,2,85,2.6E-51,169.7,0.9767441860465116,"GRXA: glutaredoxin, GrxA family"
NC_004347,IOPOJEFP_02621,2867838,2868590,-,TIGR02795,129,245,1.4E-40,136.5,0.9831932773109243,tol_pal_ybgF: tol-pal system protein YbgF
NC_004347,IOPOJEFP_02622,2868615,2869148,-,TIGR02802,75,177,8.9E-44,145.8,0.9903846153846154,Pal_lipo: peptidoglycan-associated lipoprotein
NC_004347,IOPOJEFP_02623,2869195,2870523,-,TIGR02800,14,439,1.0E-167,556.3,0.9976076555023924,propeller_TolB: Tol-Pal system beta propeller repeat protein TolB
NC_004347,IOPOJEFP_02624,2870533,2871570,-,TIGR02794,10,342,1.4E-78,262.6,0.994475138121547,tolA_full: protein TolA
NC_004347,IOPOJEFP_02625,2871571,2872005,-,TIGR02801,13,139,4.9E-45,151.3,0.9922480620155039,tolR: protein TolR
NC_004347,IOPOJEFP_02626,2872005,2872691,-,TIGR02796,6,219,3.4E-92,306.0,1.0,tolQ: protein TolQ
NC_004347,IOPOJEFP_02627,2872681,2873082,-,TIGR02799,3,127,8.4E-49,163.0,0.9920634920634921,thio_ybgC: tol-pal system-associated acyl-CoA thioesterase
NC_004347,IOPOJEFP_02630,2877185,2877793,+,TIGR01298,2,188,1.8E-91,303.3,0.935,RNaseT: ribonuclease T
NC_004347,IOPOJEFP_02633,2880236,2881639,-,TIGR00254,315,459,5.2E-30,102.3,0.9345238095238095,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_02634,2881829,2882455,-,TIGR01091,2,208,3.6E-88,292.6,1.0,upp: uracil phosphoribosyltransferase
NC_004347,IOPOJEFP_02635,2882783,2883820,+,TIGR00878,7,334,5.6E-148,490.5,0.9969879518072289,purM: phosphoribosylformylglycinamidine cyclo-ligase
NC_004347,IOPOJEFP_02636,2883820,2884464,+,TIGR00639,6,194,8.6E-72,238.7,0.9895833333333334,PurN: phosphoribosylglycinamide formyltransferase
NC_004347,IOPOJEFP_02637,2884605,2885351,+,TIGR01460,4,221,9.8E-56,187.2,1.0,"HAD-SF-IIA: HAD hydrolase, family IIA"
NC_004347,IOPOJEFP_02641,2889322,2890986,+,TIGR01536,2,372,3.2E-120,400.5,0.7446808510638298,asn_synth_AEB: asparagine synthase (glutamine-hydrolyzing)
NC_004347,IOPOJEFP_02647,2896334,2897572,-,TIGR03150,4,410,3.1E-197,653.1,1.0,fabF: beta-ketoacyl-acyl-carrier-protein synthase II
NC_004347,IOPOJEFP_02648,2897782,2898015,-,TIGR00517,1,77,3.5E-37,124.1,1.0,acyl_carrier: acyl carrier protein
NC_004347,IOPOJEFP_02649,2898179,2898925,-,TIGR01830,12,246,1.6E-103,343.5,1.0,3oxo_ACP_reduc: 3-oxoacyl-[acyl-carrier-protein] reductase
NC_004347,IOPOJEFP_02650,2898935,2899861,-,TIGR00128,3,291,1.1E-118,393.9,0.993103448275862,fabD: malonyl CoA-acyl carrier protein transacylase
NC_004347,IOPOJEFP_02651,2899966,2900925,-,TIGR00747,1,319,2.6E-139,461.7,1.0,fabH: 3-oxoacyl-[acyl-carrier-protein] synthase III
NC_004347,IOPOJEFP_02652,2900935,2901963,-,TIGR00182,6,336,1.3E-117,390.7,0.973293768545994,plsX: fatty acid/phospholipid synthesis protein PlsX
NC_004347,IOPOJEFP_02653,2901979,2902149,-,TIGR01031,2,55,3.1E-20,70.2,1.0,rpmF_bact: ribosomal protein bL32
NC_004347,IOPOJEFP_02655,2902973,2903560,+,TIGR00172,2,186,2.9E-53,178.1,0.9945945945945946,maf: septum formation protein Maf
NC_004347,IOPOJEFP_02656,2903727,2904164,-,TIGR01662,20,116,1.1E-13,49.4,0.7943262411347518,"HAD-SF-IIIA: HAD hydrolase, family IIIA"
NC_004347,IOPOJEFP_02657,2904519,2905508,-,TIGR00005,28,327,7.9E-93,308.9,0.9966442953020134,"rluA_subfam: pseudouridine synthase, RluA family"
NC_004347,IOPOJEFP_02658,2906075,2909341,+,TIGR00757,13,424,1.1E-169,562.7,1.0,"RNaseEG: ribonuclease, Rne/Rng family"
NC_004347,IOPOJEFP_02674,2922563,2923570,-,TIGR00682,22,320,4.2E-82,273.7,0.9783950617283951,lpxK: tetraacyldisaccharide 4'-kinase
NC_004347,IOPOJEFP_02675,2923571,2925376,-,TIGR02203,13,600,2.4E-225,747.3,0.9965034965034965,MsbA_lipidA: lipid A export permease/ATP-binding protein MsbA
NC_004347,IOPOJEFP_02676,2925409,2927730,-,TIGR00361,107,735,7.3E-112,372.6,0.9306184012066365,ComEC_Rec2: DNA internalization-related competence protein ComEC/Rec2
NC_004347,IOPOJEFP_02693,2942082,2942333,-,TIGR03853,4,80,2.1E-29,99.8,1.0,matur_matur: putative metal-binding protein
NC_004347,IOPOJEFP_02702,2949000,2949611,-,TIGR00505,6,194,1.3E-81,270.7,0.9895287958115183,ribA: GTP cyclohydrolase II
NC_004347,IOPOJEFP_02704,2950356,2950868,-,TIGR02491,19,167,2.3E-61,204.2,0.974025974025974,NrdG: anaerobic ribonucleoside-triphosphate reductase activating protein
NC_004347,IOPOJEFP_02705,2950933,2953050,-,TIGR02487,114,704,7.7E-199,659.9,1.0,NrdD: anaerobic ribonucleoside-triphosphate reductase
NC_004347,IOPOJEFP_02715,2963716,2964915,-,TIGR00619,1,248,1.9E-57,192.9,0.996031746031746,"sbcd: exonuclease SbcCD, D subunit"
NC_004347,IOPOJEFP_02726,2975089,2975652,-,TIGR00213,5,178,2.5E-78,259.7,0.9943181818181818,"GmhB_yaeD: D,D-heptose 1,7-bisphosphate phosphatase"
NC_004347,IOPOJEFP_02728,2976950,2978014,+,TIGR00747,3,320,1.1E-100,334.9,0.9968944099378882,fabH: 3-oxoacyl-[acyl-carrier-protein] synthase III
NC_004347,IOPOJEFP_02732,2981532,2983268,-,TIGR03648,7,569,3.7E-260,862.0,1.0,"Na_symport_lg: probable sodium:solute symporter, VC_2705 subfamily"
NC_004347,IOPOJEFP_02733,2983280,2983546,-,TIGR03647,12,87,7.8E-35,117.0,0.987012987012987,Na_symport_sm: putative solute:sodium symporter small subunit
NC_004347,IOPOJEFP_02739,2988999,2989919,+,TIGR03298,2,302,2.1E-107,356.5,0.9965753424657534,"argP: transcriptional regulator, ArgP family"
NC_004347,IOPOJEFP_02743,2993206,2993574,+,TIGR00014,10,122,7.5E-48,159.8,1.0,arsC: arsenate reductase (glutaredoxin)
NC_004347,IOPOJEFP_02749,2997461,2998171,-,TIGR03420,8,235,3.8E-87,289.5,1.0,DnaA_homol_Hda: DnaA regulatory inactivator Hda
NC_004347,IOPOJEFP_02751,2999545,3000783,+,TIGR00801,8,398,2.9E-113,376.9,0.980722891566265,ncs2: uracil-xanthine permease
NC_004347,IOPOJEFP_02752,3000916,3001248,-,TIGR00365,4,100,9.9E-46,151.9,0.9797979797979798,"TIGR00365: monothiol glutaredoxin, Grx4 family"
NC_004347,IOPOJEFP_02757,3007460,3008182,-,TIGR02812,2,235,1.7E-118,392.4,0.9957446808510638,fadR_gamma: fatty acid metabolism transcriptional regulator FadR
NC_004347,IOPOJEFP_02758,3008491,3010086,+,TIGR00774,1,518,5.4E-271,898.0,0.9941747572815534,NhaB: Na+/H+ antiporter NhaB
NC_004347,IOPOJEFP_02761,3011325,3013934,+,TIGR00229,485,607,6.5E-10,37.2,0.9682539682539683,sensory_box: PAS domain S-box protein
NC_004347,IOPOJEFP_02766,3016935,3017573,-,TIGR00558,3,212,2.1E-84,280.4,0.967741935483871,pdxH: pyridoxamine 5'-phosphate oxidase
NC_004347,IOPOJEFP_02767,3017755,3019824,-,TIGR00575,30,681,7.4E-262,868.4,1.0,"dnlj: DNA ligase, NAD-dependent"
NC_004347,IOPOJEFP_02768,3019923,3020957,-,TIGR02205,3,340,1.0E-61,207.4,1.0,septum_zipA: cell division protein ZipA
NC_004347,IOPOJEFP_02769,3020984,3024421,-,TIGR02168,2,1136,0.0,1155.0,1.0,SMC_prok_B: chromosome segregation protein SMC
NC_004347,IOPOJEFP_02774,3030749,3031717,+,TIGR01139,9,311,1.6E-143,475.3,0.9966442953020134,cysK: cysteine synthase A
NC_004347,IOPOJEFP_02781,3040157,3041131,-,TIGR04060,27,291,1.2E-126,419.3,0.9888059701492538,formate_focA: formate transporter FocA
NC_004347,IOPOJEFP_02782,3042166,3044448,+,TIGR01255,11,759,0.0,1348.1,0.9986559139784946,pyr_form_ly_1: formate acetyltransferase
NC_004347,IOPOJEFP_02783,3044512,3045252,+,TIGR02493,6,238,4.1E-107,354.9,0.9914893617021276,PFLA: pyruvate formate-lyase 1-activating enzyme
NC_004347,IOPOJEFP_02785,3045853,3047052,+,TIGR00016,2,397,2.9E-166,551.1,0.9950617283950617,ackA: acetate kinase
NC_004347,IOPOJEFP_02786,3047174,3049327,+,TIGR00651,406,706,7.9E-133,440.5,1.0,pta: phosphate acetyltransferase
NC_004347,IOPOJEFP_02792,3052946,3053314,+,TIGR00526,6,121,1.6E-30,103.8,0.9754098360655737,folB_dom: FolB domain
NC_004347,IOPOJEFP_02793,3053396,3054286,+,TIGR01777,3,290,1.4E-100,334.6,1.0,yfcH: TIGR01777 family protein
NC_004347,IOPOJEFP_02794,3054833,3056056,+,TIGR00210,10,406,4.5E-131,435.2,0.9849246231155779,gltS: sodium/glutamate symporter
NC_004347,IOPOJEFP_02795,3056120,3056782,-,TIGR02227,14,203,2.0E-51,172.0,0.9753086419753086,sigpep_I_bact: signal peptidase I
NC_004347,IOPOJEFP_02800,3062438,3065161,+,TIGR03806,566,900,1.3E-136,452.8,1.0,"chp_HNE_0200: conserved hypothetical protein, HNE_0200 family"
NC_004347,IOPOJEFP_02801,3065280,3066452,+,TIGR03806,63,382,1.3E-127,423.3,0.9968152866242038,"chp_HNE_0200: conserved hypothetical protein, HNE_0200 family"
NC_004347,IOPOJEFP_02804,3069068,3071551,-,TIGR03502,1,805,0.0,1030.1,0.9987341772151899,"lipase_Pla1_cef: extracellular lipase, Pla-1/cef family"
NC_004347,IOPOJEFP_02807,3073726,3074601,-,TIGR00093,71,230,1.9E-54,181.8,0.9875776397515528,TIGR00093: pseudouridine synthase
NC_004347,IOPOJEFP_02819,3086615,3087340,-,TIGR01600,5,238,3.3E-61,204.3,0.9910714285714286,phage_tail_L: phage minor tail protein L
NC_004347,IOPOJEFP_02823,3090478,3093222,-,TIGR01541,542,862,3.0E-51,172.4,0.9939759036144579,"tape_meas_lam_C: phage tail tape measure protein, lambda family"
NC_004347,IOPOJEFP_02828,3095000,3095461,-,TIGR01725,10,146,2.5E-25,87.4,0.9583333333333334,"phge_HK97_gp10: phage protein, HK97 gp10 family"
NC_004347,IOPOJEFP_02830,3095703,3096065,-,TIGR01563,7,114,1.7E-5,22.9,0.9702970297029703,gp16_SPP1: putative phage head-tail adaptor
NC_004347,IOPOJEFP_02833,3096756,3097946,-,TIGR01554,8,393,2.6E-64,215.7,0.987012987012987,"major_cap_HK97: phage major capsid protein, HK97 family"
NC_004347,IOPOJEFP_02835,3098823,3100121,-,TIGR01537,52,391,8.8E-90,299.2,0.9883381924198251,"portal_HK97: phage portal protein, HK97 family"
NC_004347,IOPOJEFP_02838,3101981,3102493,-,TIGR01558,38,168,2.8E-23,80.1,0.9913793103448276,"sm_term_P27: putative phage terminase, small subunit, P27 family"
NC_004347,IOPOJEFP_02852,3108602,3109168,-,TIGR02642,1,94,2.1E-35,120.7,0.36329588014981273,phage_xxxx: uncharacterized phage protein
NC_004347,IOPOJEFP_02852,3108602,3109168,-,TIGR02642,95,181,7.3E-38,128.7,0.32209737827715357,phage_xxxx: uncharacterized phage protein
NC_004347,IOPOJEFP_02857,3111164,3112234,-,TIGR01610,38,130,1.4E-23,81.1,1.0,"phage_O_Nterm: phage replication protein O, N-terminal domain"
NC_004347,IOPOJEFP_02874,3120233,3121198,+,TIGR01712,16,194,4.3E-51,170.7,0.9818181818181818,phage_N6A_met: phage N-6-adenine-methyltransferase
NC_004347,IOPOJEFP_02885,3126435,3127031,-,TIGR00281,8,174,7.8E-36,121.4,0.8924731182795699,TIGR00281: segregation and condensation protein B
NC_004347,IOPOJEFP_02887,3128013,3128633,-,TIGR00057,7,202,8.1E-68,225.6,0.9752475247524752,"TIGR00057: tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family"
NC_004347,IOPOJEFP_02889,3129862,3131586,+,TIGR00565,36,548,4.6E-206,683.5,0.9919678714859438,trpE_proteo: anthranilate synthase component I
NC_004347,IOPOJEFP_02890,3131597,3132205,+,TIGR00566,3,185,1.7E-54,182.5,0.9739583333333334,trpG_papA: glutamine amidotransferase of anthranilate synthase or aminodeoxychorismate synthase
NC_004347,IOPOJEFP_02891,3132205,3133248,+,TIGR01245,13,339,2.6E-126,419.3,0.9848484848484849,trpD: anthranilate phosphoribosyltransferase
NC_004347,IOPOJEFP_02893,3134870,3136060,+,TIGR00263,9,389,9.3E-194,641.8,0.9922077922077922,"trpB: tryptophan synthase, beta subunit"
NC_004347,IOPOJEFP_02894,3136066,3136902,+,TIGR00262,20,275,4.3E-101,335.1,1.0,"trpA: tryptophan synthase, alpha subunit"
