id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn08820_c0	=	Cytosol_0	IOPOJEFP_04523	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:0)_c0		-355.12		(1)  cpd00001[c0] + (1)  cpd15355[c0] <=> (2)  cpd00067[c0] + (1)  cpd00080[c0] + (1)  cpd00214[c0]	(1)  H2O_c0[c0] + (1)  2-hexadecanoyl-sn-glycerol 3-phosphate_c0[c0] <=> (2)  H+_c0[c0] + (1)  Glycerol-3-phosphate_c0[c0] + (1)  Palmitate_c0[c0]	rxn08820	LPLIPAL2A160			
rxn06077_c0	=	Cytosol_0	IOPOJEFP_02215	L-methionine:oxidized-thioredoxin S-oxidoreductase_c0				(1)  cpd00001[c0] + (1)  cpd00060[c0] + (1)  cpd11420[c0] <=> (1)  cpd01914[c0] + (1)  cpd11421[c0]	(1)  H2O_c0[c0] + (1)  L-Methionine_c0[c0] + (1)  trdox_c0[c0] <=> (1)  L-Methionine S-oxide_c0[c0] + (1)  trdrd_c0[c0]	rxn06077	METSR-S1	R02025	Cysteine and methionine metabolism	
rxn08547_c0	>	Cytosol_0	IOPOJEFP_04398	glycerol-3-phosphate acyltransferase (C14:0)_c0				(1)  cpd00080[c0] + (1)  cpd11466[c0] => (1)  cpd11493[c0] + (1)  cpd15331[c0]	(1)  Glycerol-3-phosphate_c0[c0] + (1)  Myristoyl-ACP_c0[c0] => (1)  ACP_c0[c0] + (1)  1-tetradecanoyl-sn-glycerol 3-phosphate_c0[c0]	rxn08547	G3PAT140			
rxn05732_c0	<	Cytosol_0	IOPOJEFP_01812	acyl-CoA dehydrogenase (hexadecanoyl-CoA)_c0		16.55		(1)  cpd00003[c0] + (1)  cpd00134[c0] <= (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd03126[c0]	(1)  NAD_c0[c0] + (1)  Palmitoyl-CoA_c0[c0] <= (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  (2E) -Hexadecenoyl-CoA_c0[c0]	rxn05732	ACOAD7			
rxn00611_c0	=	Cytosol_0	IOPOJEFP_00055	sn-Glycerol-3-phosphate:NAD+ 2-oxidoreductase_c0	1.1.1.8	3.76		(1)  cpd00003[c0] + (1)  cpd00080[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00095[c0]	(1)  NAD_c0[c0] + (1)  Glycerol-3-phosphate_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  Glycerone-phosphate_c0[c0]	rxn00611	G3PD1	R00842	Glycerophospholipid metabolism	Biosynthesis|CDP-diacylglycerol-Biosynthesis|Energy-Metabolism|Lipid-Biosynthesis|OTHER-ENERGY|PHOSLIPSYN-PWY|PHOSLIPSYN2-PWY|PWY0-1319|PWY4FS-7|PWY4FS-8|PhosphatidylglycerolBiosynthesis|Phospholipid-Biosynthesis
rxn05746_c0	=	Cytosol_0	IOPOJEFP_02102	Maltodextrin glucosidase (maltotriose)_c0		-3.11		(1)  cpd00001[c0] + (1)  cpd01262[c0] <=> (1)  cpd00027[c0] + (1)  cpd00179[c0]	(1)  H2O_c0[c0] + (1)  Amylotriose_c0[c0] <=> (1)  D-Glucose_c0[c0] + (1)  Maltose_c0[c0]	rxn05746	MLTG1			
rxn01678_c0	=	Cytosol_0	IOPOJEFP_02157	ATP:dUDP phosphotransferase_c0		0		(1)  cpd00002[c0] + (1)  cpd00978[c0] <=> (1)  cpd00008[c0] + (1)  cpd00358[c0]	(1)  ATP_c0[c0] + (1)  dUDP_c0[c0] <=> (1)  ADP_c0[c0] + (1)  dUTP_c0[c0]	rxn01678	NDPK6	R02331	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PWY0-166|PYR-NUC-SYN|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn
rxn01106_c0	=	Cytosol_0	IOPOJEFP_00051	2-Phospho-D-glycerate 2,3-phosphomutase_c0		0		(1)  cpd00482[c0] <=> (1)  cpd00169[c0]	(1)  2-Phospho-D-glycerate_c0[c0] <=> (1)  3-Phosphoglycerate_c0[c0]	rxn01106	GPM1_2	R01518	Glycolysis / Gluconeogenesis|Glycine, serine and threonine metabolism|Methane metabolism	ANAEROFRUCAT-PWY|ANAGLYCOLYSIS-PWY|Biosynthesis|C1-COMPOUNDS|CARBO-BIOSYNTHESIS|CARBOXYLATES-DEG|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|Formaldehyde-Assimilation|GLUCONEO-PWY|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|P122-PWY|P124-PWY|P341-PWY|P441-PWY|P461-PWY|SECONDARY-METABOLITE-DEGRADATION|SUCROSE-DEG|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|TCA-VARIANTS|Xylose-Degradation
rxn12640_c0	=	Cytosol_0	(IOPOJEFP_01554 or IOPOJEFP_00844)	methionyl aminopeptidase_c0		-195.36		(1)  cpd00001[c0] + (1)  cpd11586[c0] <=> (1)  cpd00023[c0] + (1)  cpd00035[c0]	(1)  H2O_c0[c0] + (1)  ala-L-glu-L_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  L-Alanine_c0[c0]	rxn12640	MEAMP1(ala-glu)			
rxn00690_c0	=	Cytosol_0	IOPOJEFP_00542	Formate:tetrahydrofolate ligase (ADP-forming)_c0		13.43		(1)  cpd00002[c0] + (1)  cpd00047[c0] + (1)  cpd00087[c0] <=> (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00201[c0]	(1)  ATP_c0[c0] + (1)  Formate_c0[c0] + (1)  Tetrahydrofolate_c0[c0] <=> (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  10-Formyltetrahydrofolate_c0[c0]	rxn00690	ADE3_2	R00943	One carbon pool by folate|Carbon fixation pathways in prokaryotes	1CMET2-PWY|Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CARBO-BIOSYNTHESIS|CO2-Fixation|CODH-PWY|Carbohydrates-Biosynthesis|Cofactor-Biosynthesis|Degradation|Folate-Biosynthesis|Formaldehyde-Oxidation|Gluconeogenesis|NUCLEO-DEG|P164-PWY|Purine-Degradation|Vitamin-Biosynthesis
rxn00931_c0	=	Cytosol_0	IOPOJEFP_03226	L-Proline:NADP+ 5-oxidoreductase_c0		-10.52		(1)  cpd00006[c0] + (1)  cpd00129[c0] <=> (1)  cpd00005[c0] + (2)  cpd00067[c0] + (1)  cpd02431[c0]	(1)  NADP_c0[c0] + (1)  L-Proline_c0[c0] <=> (1)  NADPH_c0[c0] + (2)  H+_c0[c0] + (1)  1-Pyrroline-5-carboxylate_c0[c0]	rxn00931	P5CR	R01251	Arginine and proline metabolism	ARG-PRO-PWY|ARGININE-DEG|ARGORNPROST-PWY|Activation-Inactivation-Interconversion|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|Interconversion|PROLINE-SYN|PROSYN-PWY
rxn08756_c0	>	Cytosol_0	IOPOJEFP_03403	isopentenyl-diphosphate:NAD+ oxidoreductase_c0		16.86		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd08615[c0] => (1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00113[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  1-Hydroxy-2-methyl-2-butenyl 4-diphosphate_c0[c0] => (1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  Isopentenyldiphosphate_c0[c0]	rxn08756	IPDPS	R08209	Terpenoid backbone biosynthesis	Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|GGPP-Biosynthesis|NONMEVIPP-PWY|Other-biosynthesis|Polyprenyl-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn10012_c0	<	Cytosol_0	IOPOJEFP_01812	acyl-CoA dehydrogenase (decanoyl-CoA)_c0		16.55		(1)  cpd00003[c0] + (1)  cpd03128[c0] <= (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd03129[c0]	(1)  NAD_c0[c0] + (1)  Decanoyl-CoA_c0[c0] <= (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  (2E) -Decenoyl-CoA_c0[c0]	rxn10012	ACOAD4			
rxn09450_c0	>	Cytosol_0	(IOPOJEFP_03526 or IOPOJEFP_02454)	fatty-acid--CoA ligase (hexadecenoate), peroxisomal_c0		687.06		(1)  cpd00002[c0] + (1)  cpd00010[c0] + (1)  cpd15237[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd15238[c0]	(1)  ATP_c0[c0] + (1)  CoA_c0[c0] + (1)  hexadecenoate_c0[c0] => (1)  PPi_c0[c0] + (1)  AMP_c0[c0] + (1)  Hexadecenoyl-CoA_c0[c0]	rxn09450	FACOAL161			
rxn00412_c0	>	Cytosol_0	IOPOJEFP_03317	UTP:L-glutamine amido-ligase (ADP-forming)_c0		-6.4		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00053[c0] + (1)  cpd00062[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00023[c0] + (1)  cpd00052[c0] + (2)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  L-Glutamine_c0[c0] + (1)  UTP_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  L-Glutamate_c0[c0] + (1)  CTP_c0[c0] + (2)  H+_c0[c0]	rxn00412	CTPS2	R00573	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY0-162|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn
rxn02339_c0	=	Cytosol_0	(IOPOJEFP_02228 or IOPOJEFP_02281)	4-Hydroxy-L-glutamate:2-oxoglutarate aminotransferase_c0		0		(1)  cpd00024[c0] + (1)  cpd01974[c0] <=> (1)  cpd00023[c0] + (1)  cpd00830[c0]	(1)  2-Oxoglutarate_c0[c0] + (1)  4-Hydroxy-L-glutamate_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  4-Hydroxy-2-oxoglutarate_c0[c0]	rxn02339		R03266		
rxn01573_c0	=	Cytosol_0	IOPOJEFP_02510	L-Isoleucine:NAD+ oxidoreductase(deaminating)_c0		8.69		(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00322[c0] <=> (1)  cpd00004[c0] + (1)  cpd00013[c0] + (1)  cpd00067[c0] + (1)  cpd00508[c0]	(1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  L-Isoleucine_c0[c0] <=> (1)  NADH_c0[c0] + (1)  NH3_c0[c0] + (1)  H+_c0[c0] + (1)  3MOP_c0[c0]	rxn01573		R02196	Valine, leucine and isoleucine biosynthesis	
rxn00650_c0	=	Cytosol_0	(IOPOJEFP_01554 or IOPOJEFP_00844)	L-cysteinylglycine dipeptidase_c0		-0.46		(1)  cpd00001[c0] + (1)  cpd01017[c0] <=> (1)  cpd00033[c0] + (1)  cpd00084[c0]	(1)  H2O_c0[c0] + (1)  Cys-Gly_c0[c0] <=> (1)  Glycine_c0[c0] + (1)  L-Cysteine_c0[c0]	rxn00650	AMPTASECG	R00899	Glutathione metabolism	Biosynthesis|Cofactor-Biosynthesis|Reductants
rxn03167_c0	>	Cytosol_0	(IOPOJEFP_00713 or IOPOJEFP_00715)	2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate phosphohydrolase (alkaline optimum)_c0		-15.95		(3)  cpd00001[c0] + (1)  cpd02978[c0] => (3)  cpd00009[c0] + (3)  cpd00067[c0] + (1)  cpd02961[c0]	(3)  H2O_c0[c0] + (1)  7,8-Dihydroneopterin 3'-triphosphate_c0[c0] => (3)  Phosphate_c0[c0] + (3)  H+_c0[c0] + (1)  Dihydroneopterin_c0[c0]	rxn03167	AKP1	R04620	Folate biosynthesis	
rxn09989_c0	>	Cytosol_0	IOPOJEFP_02102	Maltodextrin glucosidase (dextrin)_c0		-15.565		(5)  cpd00001[c0] + (1)  cpd11594[c0] => (6)  cpd00027[c0]	(5)  H2O_c0[c0] + (1)  Dextrin_c0[c0] => (6)  D-Glucose_c0[c0]	rxn09989				
rxn00515_c0	=	Cytosol_0	IOPOJEFP_02157	ATP:IDP phosphotransferase_c0		0		(1)  cpd00002[c0] + (1)  cpd00090[c0] <=> (1)  cpd00008[c0] + (1)  cpd00068[c0]	(1)  ATP_c0[c0] + (1)  IDP_c0[c0] <=> (1)  ADP_c0[c0] + (1)  ITP_c0[c0]	rxn00515	NDPK9	R00722	Purine metabolism	
rxn08846_c0	=	Cytosol_0	IOPOJEFP_04523	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:0)_c0		-403.51		(1)  cpd00001[c0] + (1)  cpd15344[c0] <=> (1)  cpd00067[c0] + (1)  cpd02090[c0] + (1)  cpd03847[c0]	(1)  H2O_c0[c0] + (1)  2-Acyl-sn-glycero-3-phosphoglycerol tetradecanoyl_c0[c0] <=> (1)  H+_c0[c0] + (1)  Glycerophosphoglycerol_c0[c0] + (1)  Myristic acid_c0[c0]	rxn08846	LPLIPAL2G140			
rxn03437_c0	>	Cytosol_0	IOPOJEFP_04157	(R)-2,3-Dihydroxy-3-methylpentanoate hydro-lyase_c0		-6.75		(1)  cpd02535[c0] => (1)  cpd00001[c0] + (1)  cpd00508[c0]	(1)  2,3-Dihydroxy-3-methylvalerate_c0[c0] => (1)  H2O_c0[c0] + (1)  3MOP_c0[c0]	rxn03437	DHAD2	R05070	Valine, leucine and isoleucine biosynthesis	
rxn01353_c0	=	Cytosol_0	IOPOJEFP_02157	ATP:dGDP phosphotransferase_c0		0		(1)  cpd00002[c0] + (1)  cpd00295[c0] <=> (1)  cpd00008[c0] + (1)  cpd00241[c0]	(1)  ATP_c0[c0] + (1)  dGDP_c0[c0] <=> (1)  ADP_c0[c0] + (1)  dGTP_c0[c0]	rxn01353	NDPK5	R01857	Purine metabolism	Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis
rxn12633_c0	=	Cytosol_0	(IOPOJEFP_01554 or IOPOJEFP_00844)	RXN0-6975.c_c0		-0.46		(1)  cpd00001[c0] + (1)  cpd11593[c0] <=> (1)  cpd00035[c0] + (1)  cpd00041[c0]	(1)  H2O_c0[c0] + (1)  ala-L-asp-L_c0[c0] <=> (1)  L-Alanine_c0[c0] + (1)  L-Aspartate_c0[c0]	rxn12633	MEAMP1(ala-asp)			
rxn00882_c0	>	Cytosol_0	IOPOJEFP_02142	1D-myo-Inositol 4-phosphate phosphohydrolase_c0		7.21		(1)  cpd00001[c0] + (1)  cpd02230[c0] => (1)  cpd00009[c0] + (1)  cpd00121[c0]	(1)  H2O_c0[c0] + (1)  Inositol 4-phosphate_c0[c0] => (1)  Phosphate_c0[c0] + (1)  L-Inositol_c0[c0]	rxn00882	MI4PP	R01186	Inositol phosphate metabolism	Biosynthesis|Cyclitols-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|SUGAR-DERIVS
rxn04139_c0	>	Cytosol_0	IOPOJEFP_01137	2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone ,NADPH2:oxygen oxidoreductase_c0		-94.61		(1)  cpd00005[c0] + (1)  cpd00007[c0] + (1)  cpd00067[c0] + (1)  cpd03448[c0] => (1)  cpd00001[c0] + (1)  cpd00006[c0] + (1)  cpd03449[c0]	(1)  NADPH_c0[c0] + (1)  O2_c0[c0] + (1)  H+_c0[c0] + (1)  2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone_c0[c0] => (1)  H2O_c0[c0] + (1)  NADP_c0[c0] + (1)  2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone_c0[c0]	rxn04139		R06146	Ubiquinone and other terpenoid-quinone biosynthesis	
rxn00616_c0	=	Cytosol_0	IOPOJEFP_00944	sn-Glycerol-3-phosphate:(acceptor) 2-oxidoreductase_c0		-5.56		(1)  cpd00015[c0] + (1)  cpd00067[c0] + (1)  cpd00080[c0] <=> (1)  cpd00095[c0] + (1)  cpd00982[c0]	(1)  FAD_c0[c0] + (1)  H+_c0[c0] + (1)  Glycerol-3-phosphate_c0[c0] <=> (1)  Glycerone-phosphate_c0[c0] + (1)  FADH2_c0[c0]	rxn00616	G3PD	R00848	Glycerophospholipid metabolism	
rxn00313_c0	>	Cytosol_0	IOPOJEFP_04119	meso-2,6-diaminoheptanedioate carboxy-lyase (L-lysine-forming)_c0		-3.09		(1)  cpd00067[c0] + (1)  cpd00516[c0] => (1)  cpd00011[c0] + (1)  cpd00039[c0]	(1)  H+_c0[c0] + (1)  meso-2,6-Diaminopimelate_c0[c0] => (1)  CO2_c0[c0] + (1)  L-Lysine_c0[c0]	rxn00313	DAPDC	R00451	Lysine biosynthesis	Amino-Acid-Biosynthesis|Biosynthesis|DAPLYSINESYN-PWY|IND-AMINO-ACID-SYN|LYSINE-SYN|P4-PWY|PWY0-781
rxn01324_c0	=	Cytosol_0	IOPOJEFP_00494	Tetrahydrobiopterin:NADP+ oxidoreductase_c0		3.76		(1)  cpd00006[c0] + (1)  cpd00233[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd02608[c0]	(1)  NADP_c0[c0] + (1)  Tetrahydrobiopterin_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  6-Lactoyl-5,6,7,8-tetrahydropterin_c0[c0]	rxn01324		R01813	Folate biosynthesis	Biosynthesis|Cofactor-Biosynthesis|Tetrahydrobiopterin-Biosynthesis
rxn00775_c0	>	Cytosol_0	IOPOJEFP_03746	ADP-ribose ribophosphohydrolase_c0		-28.37		(1)  cpd00001[c0] + (1)  cpd00251[c0] => (1)  cpd00018[c0] + (2)  cpd00067[c0] + (1)  cpd00101[c0]	(1)  H2O_c0[c0] + (1)  ADPribose_c0[c0] => (1)  AMP_c0[c0] + (2)  H+_c0[c0] + (1)  ribose-5-phosphate_c0[c0]	rxn00775	ADPRDP	R01054_C00117xC03736	Purine metabolism	
rxn02680_c0	=	Cytosol_0	(IOPOJEFP_00019 or IOPOJEFP_02957)	Octanoyl-CoA:acetyl-CoA C-acyltransferase_c0		7.06		(1)  cpd00022[c0] + (1)  cpd01335[c0] <=> (1)  cpd00010[c0] + (1)  cpd03119[c0]	(1)  Acetyl-CoA_c0[c0] + (1)  Octanoyl-CoA_c0[c0] <=> (1)  CoA_c0[c0] + (1)  3-Oxodecanoyl-CoA_c0[c0]	rxn02680	ACACT4r	R03778	Fatty acid elongation|Fatty acid degradation	
rxn10571_c0	>	Cytosol_0	Unknown	Mg2+-importing ATPase_c0		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00254[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00254[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Mg_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Mg_c0[c0]	rxn10571	MG2abc			
rxn00804_c0	=	Cytosol_0	IOPOJEFP_02510	L-leucine:NAD+ oxidoreductase (deaminating)_c0		8.69		(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00107[c0] <=> (1)  cpd00004[c0] + (1)  cpd00013[c0] + (1)  cpd00067[c0] + (1)  cpd00200[c0]	(1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  L-Leucine_c0[c0] <=> (1)  NADH_c0[c0] + (1)  NH3_c0[c0] + (1)  H+_c0[c0] + (1)  4MOP_c0[c0]	rxn00804	LLEUD	R01088	Valine, leucine and isoleucine degradation|Valine, leucine and isoleucine biosynthesis	
rxn00547_c0	=	Cytosol_0	IOPOJEFP_01582	ATP:D-fructose 6-phosphotransferase_c0		-14.03		(1)  cpd00002[c0] + (1)  cpd00082[c0] <=> (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd00072[c0]	(1)  ATP_c0[c0] + (1)  D-Fructose_c0[c0] <=> (1)  ADP_c0[c0] + (1)  H+_c0[c0] + (1)  D-fructose-6-phosphate_c0[c0]	rxn00547	HEX7	R00760		
rxn10042_c0	=	Cytosol_0	(Unknown and IOPOJEFP_04538 and Unknown and IOPOJEFP_04536 and Unknown and Unknown and Unknown and Unknown and Unknown)	F(1)-ATPase_c0		-6.82		(1)  cpd00008[c0] + (1)  cpd00009[c0] + (4)  cpd00067[e0] <=> (1)  cpd00001[c0] + (1)  cpd00002[c0] + (3)  cpd00067[c0]	(1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (4)  H+_e0[e0] <=> (1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (3)  H+_c0[c0]	rxn10042	ATPS4r			Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis
rxn08803_c0	=	Cytosol_0	IOPOJEFP_04523	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C12:0) (periplasm)_c0		-335.08		(1)  cpd00001[c0] + (1)  cpd15313[c0] <=> (1)  cpd00067[c0] + (1)  cpd00908[c0] + (1)  cpd01741[c0]	(1)  H2O_c0[c0] + (1)  1-Acyl-sn-glycero-3-phosphoethanolamine dodecanoyl_c0[c0] <=> (1)  H+_c0[c0] + (1)  Glycerophosphoethanolamine_c0[c0] + (1)  ddca_c0[c0]	rxn08803	LPLIPAL1E120pp			
rxn02312_c0	=	Cytosol_0	IOPOJEFP_02609	S-Adenosyl-L-methionine:8-amino-7-oxononanoate aminotransferase_c0	2.6.1.62	2.46		(1)  cpd00017[c0] + (1)  cpd00800[c0] <=> (1)  cpd00764[c0] + (1)  cpd02701[c0]	(1)  S-Adenosyl-L-methionine_c0[c0] + (1)  8-Amino-7-oxononanoate_c0[c0] <=> (1)  7-8-Diaminononanoate_c0[c0] + (1)  S-Adenosyl-4-methylthio-2-oxobutanoate_c0[c0]	rxn02312	AMAOT	R03231	Biotin metabolism	BIOTIN-BIOSYNTHESIS-PWY|BIOTIN-SYN|Biosynthesis|Cofactor-Biosynthesis|PWY0-1507|Vitamin-Biosynthesis
rxn02895_c0	>	Cytosol_0	IOPOJEFP_00431	5-Phospho-D-ribosylamine:glycine ligase (ADP-forming)_c0		-6.35		(1)  cpd00002[c0] + (1)  cpd00033[c0] + (1)  cpd01982[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd02394[c0]	(1)  ATP_c0[c0] + (1)  Glycine_c0[c0] + (1)  5-Phosphoribosylamine_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  GAR_c0[c0]	rxn02895	ADE5_7_1	R04144	Purine metabolism	AIR-Biosynthesis|Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis
rxn08089_c0	>	Cytosol_0	(IOPOJEFP_00551 or IOPOJEFP_00121)	1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1)_c0				(1)  cpd00067[c0] + (1)  cpd11825[c0] + (1)  cpd15328[c0] => (1)  cpd11493[c0] + (1)  cpd15527[c0]	(1)  H+_c0[c0] + (1)  Octadecenoyl-ACP_c0[c0] + (1)  1-octadec-11-enoyl-sn-glycerol 3-phosphate_c0[c0] => (1)  ACP_c0[c0] + (1)  1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate_c0[c0]	rxn08089	AGPAT181			
rxn10269_c0	>	Cytosol_0	(IOPOJEFP_03341 or IOPOJEFP_04149)	anteisopentadecanoyl-Phosphatidylglycerophosphate phosphohydrolase_c0		-2.317		(1)  cpd00001[c0] + (1)  cpd15720[c0] => (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd15726[c0]	(1)  H2O_c0[c0] + (1)  Dianteisopentadecanoylphosphatidylglycerophosphate_c0[c0] => (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Dianteisopentadecanoylphosphatidylglycerol_c0[c0]	rxn10269				
rxn00543_c0	=	Cytosol_0	IOPOJEFP_02325	ethanol:NAD+ oxidoreductase_c0		5.78		(1)  cpd00003[c0] + (1)  cpd00363[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00071[c0]	(1)  NAD_c0[c0] + (1)  Ethanol_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  Acetaldehyde_c0[c0]	rxn00543	ADH1	R00754	Glycolysis / Gluconeogenesis	Alcohol-Degradation|Biosynthesis|CARBOXYLATES-DEG|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|ETOH-ACETYLCOA-ANA-PWY|Energy-Metabolism|Ethanol-Degradation|FERMENTATION-PWY|Fermentation|Other-Degradation|P122-PWY|P161-PWY|P441-PWY|P461-PWY|PWY66-21|Pyruvate-Degradation|SECONDARY-METABOLITE-DEGRADATION|SUCROSE-DEG|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides
rxn00420_c0	>	Cytosol_0	IOPOJEFP_01184	O-phospho-L-serine phosphohydrolase_c0		7.21		(1)  cpd00001[c0] + (1)  cpd00738[c0] => (1)  cpd00009[c0] + (1)  cpd00054[c0]	(1)  H2O_c0[c0] + (1)  phosphoserine_c0[c0] => (1)  Phosphate_c0[c0] + (1)  L-Serine_c0[c0]	rxn00420	PSP_L	R00582	Glycine, serine and threonine metabolism|Methane metabolism	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|SER-GLYSYN-PWY|SERINE-BIOSYNTHESIS|SERSYN-PWY|SULFATE-CYS-PWY
rxn10253_c0	=	Cytosol_0	IOPOJEFP_02095	isoheptadecanoyl-Diacylglycerol kinase_c0		-4.5		(1)  cpd00002[c0] + (1)  cpd15701[c0] <=> (1)  cpd00008[c0] + (1)  cpd15677[c0]	(1)  ATP_c0[c0] + (1)  1,2-Diisoheptadecanoyl-sn-glycerol_c0[c0] <=> (1)  ADP_c0[c0] + (1)  1,2-diisoheptadecanoyl-sn-glycerol 3-phosphate_c0[c0]	rxn10253				
rxn10207_c0	>	Cytosol_0	IOPOJEFP_04398	isotetradecanoyl-glycerol-3-phosphate O-acyltransferase_c0		-3.614		(1)  cpd00080[c0] + (1)  cpd11435[c0] => (1)  cpd00010[c0] + (1)  cpd15673[c0]	(1)  Glycerol-3-phosphate_c0[c0] + (1)  fa1coa_c0[c0] => (1)  CoA_c0[c0] + (1)  1-isotetradecanoyl-sn-glycerol 3-phosphate_c0[c0]	rxn10207				
rxn10221_c0	=	Cytosol_0	IOPOJEFP_01560	anteisoheptadecanoyl-phosphatidate cytidylyltransferase_c0		1.07		(1)  cpd00052[c0] + (1)  cpd15678[c0] <=> (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd15684[c0]	(1)  CTP_c0[c0] + (1)  1,2-dianteisoheptadecanoyl-sn-glycerol 3-phosphate_c0[c0] <=> (1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  CDP-1,2-dianteisoheptadecanoylglycerol_c0[c0]	rxn10221				
