id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn00992_c0	=	Cytosol_0	(kb|g.220339.CDS.2598 or kb|g.220339.CDS.1164)	(R)-3-Hydroxybutanoate:NAD+ oxidoreductase_c0		3.76		(1)  cpd00003[c0] + (1)  cpd00797[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00142[c0]	(1)  NAD_c0[c0] + (1)  (R) -3-Hydroxybutanoate_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  Acetoacetate_c0[c0]	rxn00992	3HBUTDH	R01361	Synthesis and degradation of ketone bodies|Butanoate metabolism	Energy-Metabolism|OTHER-ENERGY|PWY66-367|PWY66-368
rxn00654_c0	>	Cytosol_0	kb|g.220339.CDS.3447	N-Carbamoyl-beta-alanine amidohydrolase_c0		2.73		(1)  cpd00001[c0] + (2)  cpd00067[c0] + (1)  cpd01720[c0] => (1)  cpd00011[c0] + (1)  cpd00013[c0] + (1)  cpd00085[c0]	(1)  H2O_c0[c0] + (2)  H+_c0[c0] + (1)  3-Ureidopropanoate_c0[c0] => (1)  CO2_c0[c0] + (1)  NH3_c0[c0] + (1)  beta-Alanine_c0[c0]	rxn00654	UPPN	R00905	Pyrimidine metabolism|beta-Alanine metabolism|Pantothenate and CoA biosynthesis	Amino-Acid-Biosynthesis|Beta-Alanine-Biosynthesis|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|NUCLEO-DEG|Pyrimidine-Degradation|Uracil-Degradation
rxn09988_c0	>	Cytosol_0	kb|g.220339.CDS.3209	alpha-N-arabinofuranosidase_c0		-1.546		(2)  cpd00001[c0] + (1)  cpd12115[c0] => (3)  cpd00224[c0]	(2)  H2O_c0[c0] + (1)  Arabinan_c0[c0] => (3)  L-Arabinose_c0[c0]	rxn09988				
rxn08971_c0	>	Cytosol_0	kb|g.220339.CDS.1043	NADH dehydrogenase (menaquinone-8 & 0 protons)_c0		147.01		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd15500[c0] => (1)  cpd00003[c0] + (1)  cpd15499[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  Menaquinone 8_c0[c0] => (1)  NAD_c0[c0] + (1)  Menaquinol 8_c0[c0]	rxn08971	NADH10			
rxn12634_c0	=	Cytosol_0	(kb|g.220339.CDS.3661 or kb|g.220339.CDS.2906 or kb|g.220339.CDS.3864 or kb|g.220339.CDS.1424)	aminopeptidase_c0		-195.17		(1)  cpd00001[c0] + (1)  cpd11592[c0] <=> (1)  cpd00023[c0] + (1)  cpd00033[c0]	(1)  H2O_c0[c0] + (1)  gly-glu-L_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  Glycine_c0[c0]	rxn12634	AMPEP10			
rxn05456_c0	=	Cytosol_0	(kb|g.220339.CDS.4085 or kb|g.220339.CDS.2981)	14-methyl-pentadecanoyl-ACP:[acyl-carrier-protein] transferase_c0		0		(1)  cpd00010[c0] + (1)  cpd11569[c0] <=> (1)  cpd11441[c0] + (1)  cpd11493[c0]	(1)  CoA_c0[c0] + (1)  14-methyl-pentadecanoyl-ACP_c0[c0] <=> (1)  fa6coa_c0[c0] + (1)  ACP_c0[c0]	rxn05456				
rxn10261_c0	=	Cytosol_0	kb|g.220339.CDS.958	isotetradecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase_c0		-4.5		(1)  cpd00080[c0] + (1)  cpd15685[c0] <=> (1)  cpd00046[c0] + (1)  cpd15718[c0]	(1)  Glycerol-3-phosphate_c0[c0] + (1)  CDP-1,2-diisotetradecanoylglycerol_c0[c0] <=> (1)  CMP_c0[c0] + (1)  Diisotetradecanoylphosphatidylglycerophosphate_c0[c0]	rxn10261				
rxn10232_c0	=	Cytosol_0	kb|g.220339.CDS.713	isoheptadecanoyl-phosphatidylserine decarboxylase_c0		7.45		(2)  cpd00067[c0] + (1)  cpd15689[c0] <=> (1)  cpd00011[c0] + (1)  cpd15695[c0]	(2)  H+_c0[c0] + (1)  Diisoheptadecanoylphosphatidylserine_c0[c0] <=> (1)  CO2_c0[c0] + (1)  Diisoheptadecanoylphosphatidylethanolamine_c0[c0]	rxn10232				
rxn00300_c0	>	Cytosol_0	(kb|g.220339.CDS.1981 or kb|g.220339.CDS.559)	GTP 7,8-8,9-dihydrolase (pyrophosphate-forming)_c0	3.5.4.25	-37.6		(3)  cpd00001[c0] + (1)  cpd00038[c0] => (1)  cpd00012[c0] + (1)  cpd00047[c0] + (1)  cpd00067[c0] + (1)  cpd00957[c0]	(3)  H2O_c0[c0] + (1)  GTP_c0[c0] => (1)  PPi_c0[c0] + (1)  Formate_c0[c0] + (1)  H+_c0[c0] + (1)  2,5-Diamino-6-(5'-phosphoribosylamino) -4-pyrimidineone_c0[c0]	rxn00300	GTPCII2	R00425	Riboflavin metabolism	Biosynthesis|Cofactor-Biosynthesis|Flavin-Biosynthesis|RIBOSYN2-PWY|Vitamin-Biosynthesis
rxn02288_c0	=	Cytosol_0	kb|g.220339.CDS.248	Uroporphyrinogen-III carboxy-lyase_c0		-19.6		(4)  cpd00067[c0] + (1)  cpd00774[c0] <=> (4)  cpd00011[c0] + (1)  cpd02083[c0]	(4)  H+_c0[c0] + (1)  UroporphyrinogenIII_c0[c0] <=> (4)  CO2_c0[c0] + (1)  CoproporphyrinogenIII_c0[c0]	rxn02288	UPPDC1	R03197	Porphyrin and chlorophyll metabolism	Biosynthesis|CHLOROPHYLL-SYN|Chlorophyll-Biosynthesis|Chlorophyll-a-Biosynthesis|Chlorophyllide-a-Biosynthesis|Cofactor-Biosynthesis|HEME-BIOSYNTHESIS-II|HEME-SYN|HEMESYN2-PWY|PWY0-1415|Porphyrin-Compounds-Biosynthesis
rxn00907_c0	=	Cytosol_0	((kb|g.220339.CDS.2363 or kb|g.220339.CDS.2362) and (kb|g.220339.CDS.2363 or kb|g.220339.CDS.2362))	5,10-methylenetetrahydrofolate:NADP+ oxidoreductase_c0		1.92		(1)  cpd00006[c0] + (1)  cpd00125[c0] <=> (1)  cpd00005[c0] + (1)  cpd00347[c0]	(1)  NADP_c0[c0] + (1)  5-10-Methylenetetrahydrofolate_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  5-10-Methenyltetrahydrofolate_c0[c0]	rxn00907	ADE3_1	R01220	One carbon pool by folate|Carbon fixation pathways in prokaryotes	1CMET2-PWY|Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CARBO-BIOSYNTHESIS|CO2-Fixation|CODH-PWY|Carbohydrates-Biosynthesis|Cofactor-Biosynthesis|Degradation|Folate-Biosynthesis|Formaldehyde-Oxidation|Gluconeogenesis|NUCLEO-DEG|Purine-Degradation|Vitamin-Biosynthesis
rxn02959_c0	=	Cytosol_0	kb|g.220339.CDS.1609	S-adenosyl-L-methionine:magnesium-protoporphyrin-IX_c0		-5.33		(1)  cpd00017[c0] + (1)  cpd02216[c0] <=> (1)  cpd00019[c0] + (1)  cpd02762[c0]	(1)  S-Adenosyl-L-methionine_c0[c0] + (1)  Mg-protoporphyrin IX_c0[c0] <=> (1)  S-Adenosyl-homocysteine_c0[c0] + (1)  Mg-Protoporphyrin IX 13-monomethyl ester_c0[c0]	rxn02959		R04237	Porphyrin and chlorophyll metabolism	Biosynthesis|CHLOROPHYLL-SYN|Chlorophyll-Biosynthesis|Chlorophyll-a-Biosynthesis|Chlorophyllide-a-Biosynthesis|Cofactor-Biosynthesis|Porphyrin-Compounds-Biosynthesis
rxn05410_c0	=	Cytosol_0	(kb|g.220339.CDS.1964 or kb|g.220339.CDS.4083 or kb|g.220339.CDS.1658 or kb|g.220339.CDS.3983 or kb|g.220339.CDS.2652 or kb|g.220339.CDS.565 or kb|g.220339.CDS.364 or kb|g.220339.CDS.294)	4-methyl-3-oxo-pentanoyl-ACP:NADP+ oxidoreductase_c0		-3.76		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11546[c0] <=> (1)  cpd00006[c0] + (1)  cpd11547[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  4-methyl-3-oxo-pentanoyl-ACP_c0[c0] <=> (1)  NADP_c0[c0] + (1)  4-methyl-3-hydroxy-pentanoyl-ACP_c0[c0]	rxn05410				
rxn01269_c0	>	Cytosol_0	kb|g.220339.CDS.1478	Prephenate:NADP+ oxidoreductase(decarboxylating)_c0		-16.12		(1)  cpd00006[c0] + (1)  cpd00219[c0] => (1)  cpd00005[c0] + (1)  cpd00011[c0] + (1)  cpd00868[c0]	(1)  NADP_c0[c0] + (1)  Prephenate_c0[c0] => (1)  NADPH_c0[c0] + (1)  CO2_c0[c0] + (1)  p-hydroxyphenylpyruvate_c0[c0]	rxn01269	PPND2	R01730	Phenylalanine, tyrosine and tryptophan biosynthesis	
rxn00278_c0	=	Cytosol_0	kb|g.220339.CDS.2927	L-Alanine:NAD+ oxidoreductase (deaminating)_c0		8.69		(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00035[c0] <=> (1)  cpd00004[c0] + (1)  cpd00013[c0] + (1)  cpd00020[c0] + (1)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  L-Alanine_c0[c0] <=> (1)  NADH_c0[c0] + (1)  NH3_c0[c0] + (1)  Pyruvate_c0[c0] + (1)  H+_c0[c0]	rxn00278		R00396	Alanine, aspartate and glutamate metabolism|Taurine and hypotaurine metabolism	ALANINE-DEG|Amino-Acid-Degradation|Degradation|PWY1-2
rxn06673_c0	>	Cytosol_0	(kb|g.220339.CDS.4060 and kb|g.220339.CDS.3821)	Acetyl-CoA:carbon-dioxide ligase (ADP-forming)_c0		-10.65		(1)  cpd00022[c0] + (1)  cpd12543[c0] => (1)  cpd00070[c0] + (1)  cpd12848[c0]	(1)  Acetyl-CoA_c0[c0] + (1)  Carboxybiotin-carboxyl-carrier protein_c0[c0] => (1)  Malonyl-CoA_c0[c0] + (1)  Holo-[carboxylase]_c0[c0]	rxn06673		R04386	Fatty acid biosynthesis	
rxn00790_c0	<	Cytosol_0	kb|g.220339.CDS.3576	5-Phosphoribosylamine:pyrophosphate phosphoribosyltransferase_c0		20.46		(1)  cpd00012[c0] + (1)  cpd00023[c0] + (1)  cpd01982[c0] <= (1)  cpd00001[c0] + (1)  cpd00053[c0] + (1)  cpd00103[c0]	(1)  PPi_c0[c0] + (1)  L-Glutamate_c0[c0] + (1)  5-Phosphoribosylamine_c0[c0] <= (1)  H2O_c0[c0] + (1)  L-Glutamine_c0[c0] + (1)  PRPP_c0[c0]	rxn00790	ADE4	R01072	Purine metabolism|Alanine, aspartate and glutamate metabolism	AIR-Biosynthesis|Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis
rxn01169_c0	=	Cytosol_0	kb|g.220339.CDS.3760	ATP:D-glucose 6-phosphotransferase_c0		-14.03		(1)  cpd00002[c0] + (1)  cpd00190[c0] <=> (1)  cpd00008[c0] + (1)  cpd00863[c0]	(1)  ATP_c0[c0] + (1)  beta-D-Glucose_c0[c0] <=> (1)  ADP_c0[c0] + (1)  beta-D-Glucose 6-phosphate_c0[c0]	rxn01169	GLK1_3	R01600	Glycolysis / Gluconeogenesis	ANAEROFRUCAT-PWY|ANAGLYCOLYSIS-PWY|Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Cell-Structure-Biosynthesis|Degradation|Energy-Metabolism|Fermentation|GLUCOSE1PMETAB-PWY|GLYCOCAT-PWY|GLYCOLYSIS-VARIANTS|Glycogen-Degradation|P122-PWY|P124-PWY|POLYSACCHARIDES-DEG|PWY0-1182|Polyamine-Biosynthesis|Polymer-Degradation|Polysaccharides-Biosynthesis|SUGAR-NUCLEOTIDES|Sugars-And-Polysaccharides|TREDEGLOW-PWY|Trehalose-Degradation|UDP-Nac-Galactosamine-Biosynthesis
rxn08805_c0	=	Cytosol_0	(kb|g.220339.CDS.910 or kb|g.220339.CDS.38)	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:1) (periplasm)_c0		-264.53		(1)  cpd00001[c0] + (1)  cpd15315[c0] <=> (1)  cpd00067[c0] + (1)  cpd00908[c0] + (1)  cpd15298[c0]	(1)  H2O_c0[c0] + (1)  1-Acyl-sn-glycero-3-phosphoethanolamine tetradec-7-enoyl_c0[c0] <=> (1)  H+_c0[c0] + (1)  Glycerophosphoethanolamine_c0[c0] + (1)  tetradecenoate_c0[c0]	rxn08805	LPLIPAL1E141pp			
rxn00060_c0	>	Cytosol_0	kb|g.220339.CDS.249	Porphobilinogen ammonia-lyase (polymerizing)_c0		-25.97		(1)  cpd00001[c0] + (4)  cpd00689[c0] => (4)  cpd00013[c0] + (1)  cpd00755[c0]	(1)  H2O_c0[c0] + (4)  Porphobilinogen_c0[c0] => (4)  NH3_c0[c0] + (1)  Hydroxymethylbilane_c0[c0]	rxn00060	HEM3	R00084	Porphyrin and chlorophyll metabolism	Biosynthesis|Chlorophyll-Biosynthesis|Chlorophyll-a-Biosynthesis|Cofactor-Biosynthesis|HEME-SYN|Porphyrin-Compounds-Biosynthesis|Tetrapyrrole-Biosynthesis
rxn00006_c0	>	Cytosol_0	(kb|g.220339.CDS.2130 or kb|g.220339.CDS.521)	hydrogen-peroxide:hydrogen-peroxide oxidoreductase_c0		-45.35		(2)  cpd00025[c0] => (2)  cpd00001[c0] + (1)  cpd00007[c0]	(2)  H2O2_c0[c0] => (2)  H2O_c0[c0] + (1)  O2_c0[c0]	rxn00006	CAT	R00009	Glyoxylate and dicarboxylate metabolism	C1-COMPOUNDS|DETOX1-PWY|Degradation|Detoxification|Methanol-Oxidation
rxn09202_c0	=	Cytosol_0	kb|g.220339.CDS.713	Phosphatidylserine decarboxylase (n-C18:0)_c0		-73.2		(2)  cpd00067[c0] + (1)  cpd15557[c0] <=> (1)  cpd00011[c0] + (1)  cpd15533[c0]	(2)  H+_c0[c0] + (1)  phosphatidylserine dioctadecanoyl_c0[c0] <=> (1)  CO2_c0[c0] + (1)  phosphatidylethanolamine dioctadecanoyl_c0[c0]	rxn09202	PSD180			
rxn03239_c0	=	Cytosol_0	((kb|g.220339.CDS.571 or kb|g.220339.CDS.368 or kb|g.220339.CDS.2493 or kb|g.220339.CDS.3828 or kb|g.220339.CDS.2492) and kb|g.220339.CDS.368)	(S)-3-Hydroxyhexadecanoyl-CoA:NAD+ oxidoreductase_c0		3.76		(1)  cpd00003[c0] + (1)  cpd03113[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd03114[c0]	(1)  NAD_c0[c0] + (1)  (S) -3-Hydroxyhexadecanoyl-CoA_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  3-Oxopalmitoyl-CoA_c0[c0]	rxn03239	HACD7	R04737	Fatty acid elongation|Fatty acid degradation	
rxn02473_c0	>	Cytosol_0	kb|g.220339.CDS.2673	D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate hydro-lyase_c0		-10.63		(1)  cpd02843[c0] => (1)  cpd00001[c0] + (1)  cpd00930[c0]	(1)  D-erythro-imidazol-glycerol-phosphate_c0[c0] => (1)  H2O_c0[c0] + (1)  imidazole acetol-phosphate_c0[c0]	rxn02473	IGPDH	R03457	Histidine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY
rxn00834_c0	=	Cytosol_0	(kb|g.220339.CDS.1974 or kb|g.220339.CDS.2669 or kb|g.220339.CDS.2670)	IMP:NAD+ oxidoreductase_c0		1.58		(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00114[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00497[c0]	(1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  IMP_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  XMP_c0[c0]	rxn00834	FUN63	R01130	Purine metabolism	AROMATIC-COMPOUNDS-DEGRADATION|Adenosine-Nucleotides-Degradation|Biosynthesis|DENOVOPURINE2-PWY|Degradation|NUCLEO-DEG|Nucleotide-Biosynthesis|P165-PWY|PRPP-PWY|PUR-NUC-SYN|Polyamine-Biosynthesis|Purine-Degradation|Purine-Nucleotide-De-Novo-Biosynthesis|URSIN-PWY|Urate-Degradation
rxn05293_c0	>	Cytosol_0	kb|g.220339.CDS.3094	MECDPDH_c0		-41.4		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd08301[c0] => (1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd08615[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  2-C-methyl-D-erythritol2-4-cyclodiphosphate_c0[c0] => (1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  1-Hydroxy-2-methyl-2-butenyl 4-diphosphate_c0[c0]	rxn05293	MECDPDH2			
rxn12639_c0	=	Cytosol_0	(kb|g.220339.CDS.3661 or kb|g.220339.CDS.2906 or kb|g.220339.CDS.3864 or kb|g.220339.CDS.1424)	aminopeptidase_c0		-0.46		(1)  cpd00001[c0] + (1)  cpd11587[c0] <=> (1)  cpd00035[c0] + (1)  cpd00053[c0]	(1)  H2O_c0[c0] + (1)  Ala-Gln_c0[c0] <=> (1)  L-Alanine_c0[c0] + (1)  L-Glutamine_c0[c0]	rxn12639	MEAMP1(ala-gln)			
rxn00926_c0	>	Cytosol_0	kb|g.220339.CDS.2385	Adenine aminohydrolase_c0		-8.48		(1)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd00128[c0] => (1)  cpd00013[c0] + (1)  cpd00226[c0]	(1)  H2O_c0[c0] + (1)  H+_c0[c0] + (1)  Adenine_c0[c0] => (1)  NH3_c0[c0] + (1)  HYXN_c0[c0]	rxn00926	AAH1_3	R01244	Purine metabolism	Adenine-Adenosine-Salvage|Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|Purine-Nucleotides-Salvage
rxn03080_c0	=	Cytosol_0	kb|g.220339.CDS.1982	6,7-Dimethyl-8-(1-D-ribityl)lumazine:6,7-dimethyl-8-(1-D-ribityl)_c0	2.5.1.78	0.92		(1)  cpd02882[c0] + (1)  cpd11225[c0] <=> (2)  cpd00001[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd02656[c0]	(1)  4--1-D-Ribitylamino-5-aminouracil_c0[c0] + (1)  3-4-dihydroxy-2-butanone4-phosphate_c0[c0] <=> (2)  H2O_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  6-7-Dimethyl-8--1-D-ribityllumazine_c0[c0]	rxn03080	RIB5	R04457	Riboflavin metabolism	Biosynthesis|Cofactor-Biosynthesis|Flavin-Biosynthesis|RIBOSYN2-PWY|Vitamin-Biosynthesis
rxn05150_c0	>	Cytosol_0	((kb|g.220339.CDS.3506 or kb|g.220339.CDS.3505) and kb|g.220339.CDS.3507 and kb|g.220339.CDS.3504)	Zinc-ABC transport_c0	TC-3.A.1.15	-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00034[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00034[c0] + (1)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Zn2+_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  Zn2+_c0[c0] + (1)  H+_c0[c0]	rxn05150	ZN2abc2			
rxn01761_c0	=	Cytosol_0	kb|g.220339.CDS.1742	L-Rhamnose ketol-isomerase_c0		0.86		(1)  cpd00396[c0] <=> (1)  cpd00642[c0]	(1)  L-Rhamnose_c0[c0] <=> (1)  L-Rhamnulose_c0[c0]	rxn01761	RMI	R02437	Fructose and mannose metabolism	
rxn02297_c0	>	Cytosol_0	kb|g.220339.CDS.2982	6-Carboxyhexanoyl-CoA:L-alanine C-carboxyhexanoyltransferase_c0		2.16		(1)  cpd00035[c0] + (1)  cpd00067[c0] + (1)  cpd00782[c0] => (1)  cpd00010[c0] + (1)  cpd00011[c0] + (1)  cpd00800[c0]	(1)  L-Alanine_c0[c0] + (1)  H+_c0[c0] + (1)  Pimeloyl-CoA_c0[c0] => (1)  CoA_c0[c0] + (1)  CO2_c0[c0] + (1)  8-Amino-7-oxononanoate_c0[c0]	rxn02297	AOXS	R03210	Biotin metabolism	7-Keto-8-aminopelargonate-Biosynthesis|BIOTIN-SYN|Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis
rxn02429_c0	=	Cytosol_0	kb|g.220339.CDS.381	ATP:2-dehydro-3-deoxy-galactonokinase_c0	2.7.1.58	-14.03		(1)  cpd00002[c0] + (1)  cpd00894[c0] <=> (1)  cpd00008[c0] + (1)  cpd00945[c0]	(1)  ATP_c0[c0] + (1)  2-Dehydro-3-deoxy-D-galactonate_c0[c0] <=> (1)  ADP_c0[c0] + (1)  2-Dehydro-3-deoxy-D-galactonate 6-phosphate_c0[c0]	rxn02429	DDGALK	R03387	Galactose metabolism	Degradation|GALACTCAT-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn05040_c0	>	Cytosol_0	((kb|g.220339.CDS.1981 or kb|g.220339.CDS.559) and (kb|g.220339.CDS.1981 or kb|g.220339.CDS.559))	3,4-Dihydroxy-2-butanone 4-phosphate synthase_c0	4.1.99.12	-20.78		(1)  cpd00171[c0] => (1)  cpd00047[c0] + (1)  cpd00067[c0] + (1)  cpd11225[c0]	(1)  D-Ribulose5-phosphate_c0[c0] => (1)  Formate_c0[c0] + (1)  H+_c0[c0] + (1)  3-4-dihydroxy-2-butanone4-phosphate_c0[c0]	rxn05040	DB4PS	R07281	Riboflavin metabolism	Biosynthesis|Cofactor-Biosynthesis|Flavin-Biosynthesis|RIBOSYN2-PWY|Vitamin-Biosynthesis
rxn01204_c0	=	Cytosol_0	(kb|g.220339.CDS.2582 or kb|g.220339.CDS.2689)	4-Aminobutanoate:2-oxoglutarate aminotransferase_c0		-1		(1)  cpd00024[c0] + (1)  cpd00281[c0] <=> (1)  cpd00023[c0] + (1)  cpd00199[c0]	(1)  2-Oxoglutarate_c0[c0] + (1)  GABA_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  4-Oxobutanoate_c0[c0]	rxn01204	ABTA	R01648	Alanine, aspartate and glutamate metabolism|Butanoate metabolism	4-Aminobutyraye-Degradation|4AMINOBUTMETAB-PWY|AMINE-DEG|ARGDEG-PWY|ARGININE-DEG|Amino-Acid-Degradation|Degradation|GLUDEG-I-PWY|GLUTAMATE-DEG|Nicotine-Degradation|ORNARGDEG-PWY|Other-Degradation|P181-PWY|PWY3O-210
rxn00350_c0	=	Cytosol_0	kb|g.220339.CDS.981	glutathione hydralase (periplasmic)_c0		-0.46		(1)  cpd00001[c0] + (1)  cpd00042[c0] <=> (1)  cpd00023[c0] + (1)  cpd01017[c0]	(1)  H2O_c0[c0] + (1)  GSH_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  Cys-Gly_c0[c0]	rxn00350	GGTAe2	R00494	Glutathione metabolism	
rxn05326_c0	<	Cytosol_0	(kb|g.220339.CDS.3402 or kb|g.220339.CDS.2309)	Hexanoyl-[acyl-carrier protein]:malonyl-CoA_c0		16.55		(1)  cpd00003[c0] + (1)  cpd11472[c0] <= (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11473[c0]	(1)  NAD_c0[c0] + (1)  Hexanoyl-ACP_c0[c0] <= (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  (2E) -Hexenoyl-[acp]_c0[c0]	rxn05326	EAR60x	R04955	Fatty acid biosynthesis	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|Palmitate-Biosynthesis
rxn08813_c0	=	Cytosol_0	(kb|g.220339.CDS.910 or kb|g.220339.CDS.38)	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:0) (periplasm)_c0		-400.27		(1)  cpd00001[c0] + (1)  cpd15321[c0] <=> (1)  cpd00067[c0] + (1)  cpd00214[c0] + (1)  cpd02090[c0]	(1)  H2O_c0[c0] + (1)  1-Acyl-sn-glycero-3-phosphoglycerol hexadecanoyl_c0[c0] <=> (1)  H+_c0[c0] + (1)  Palmitate_c0[c0] + (1)  Glycerophosphoglycerol_c0[c0]	rxn08813	LPLIPAL1G160pp			
rxn09562_c0	=	Cytosol_0	(kb|g.220339.CDS.2286 or kb|g.220339.CDS.1795)	guanylate kinase (GMP:dATP)_c0		9.53		(1)  cpd00115[c0] + (1)  cpd00126[c0] <=> (1)  cpd00031[c0] + (1)  cpd00177[c0]	(1)  dATP_c0[c0] + (1)  GMP_c0[c0] <=> (1)  GDP_c0[c0] + (1)  dADP_c0[c0]	rxn09562	GK2			
rxn00799_c0	=	Cytosol_0	kb|g.220339.CDS.586	(S)-Malate hydro-lyase_c0		0.61		(1)  cpd00130[c0] <=> (1)  cpd00001[c0] + (1)  cpd00106[c0]	(1)  L-Malate_c0[c0] <=> (1)  H2O_c0[c0] + (1)  Fumarate_c0[c0]	rxn00799	FUM	R01082	Citrate cycle (TCA cycle)|Carbon fixation pathways in prokaryotes	ANAEROBIC-RESPIRATION|ANARESP1-PWY|Amino-Acid-Degradation|Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CO2-Fixation|Degradation|Energy-Metabolism|FERMENTATION-PWY|Fermentation|GLUTAMATE-DEG|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|P105-PWY|P108-PWY|P23-PWY|P42-PWY|Pyruvate-Degradation|REDCITCYC|Reductive-TCA-Cycles|Respiration|TCA|TCA-GLYOX-BYPASS|TCA-VARIANTS
rxn03439_c0	=	Cytosol_0	kb|g.220339.CDS.868	3-deoxy-D-manno-octulosonic acid transferase_c0	2.4.99.13	-11.23		(1)  cpd02546[c0] + (1)  cpd03585[c0] <=> (1)  cpd00046[c0] + (1)  cpd03586[c0]	(1)  CMP-KDO_c0[c0] + (1)  KDO-lipid IV(A) _c0[c0] <=> (1)  CMP_c0[c0] + (1)  kdo2-lipid iva_c0[c0]	rxn03439	MOAT2	R05074	Lipopolysaccharide biosynthesis	Biosynthesis|Cell-Structure-Biosynthesis|KDO-Lipid-IV-Transfer|KDO-NAGLIPASYN-PWY|KDOSYN-PWY|LPSSYN-PWY|Lipid-Biosynthesis|Lipopolysaccharide-Biosynthesis
rxn09197_c0	=	Cytosol_0	kb|g.220339.CDS.713	Phosphatidylserine decarboxylase (n-C12:0)_c0		-73.2		(2)  cpd00067[c0] + (1)  cpd15552[c0] <=> (1)  cpd00011[c0] + (1)  cpd15528[c0]	(2)  H+_c0[c0] + (1)  phosphatidylserine didodecanoyl_c0[c0] <=> (1)  CO2_c0[c0] + (1)  phosphatidylethanolamine didodecanoyl_c0[c0]	rxn09197	PSD120			
rxn02791_c0	=	Cytosol_0	kb|g.220339.CDS.981	(5-Glutamyl)-peptide:amino-acid 5-glutamyltransferase_c0		0.46		(1)  cpd00023[c0] + (1)  cpd01651[c0] <=> (1)  cpd00001[c0] + (1)  cpd03407[c0]	(1)  L-Glutamate_c0[c0] + (1)  L-3-Cyanoalanine_c0[c0] <=> (1)  H2O_c0[c0] + (1)  gamma-Glutamyl-beta-cyanoalanine_c0[c0]	rxn02791		R03970	Cyanoamino acid metabolism	
