Contig,Feature,Feature Start in Contig,Feature End in Contig,Feature Direction in Contig,Domain Accession,Domain Start in Feature,Domain End in Feature,E-value,Bit Score,Domain Coverage,Domain Description
FW602_bin_15,HOFBHBDL_00584,520219,521208,-,PF01368.19,19,162,7.80E-12,45.2,0.99009901,DHH family
FW602_bin_15,HOFBHBDL_00585,521205,523394,-,PF00535.25,9,167,2.00E-28,99.2,0.976470588,Glycosyl transferase family 2
FW602_bin_15,HOFBHBDL_00586,523449,524606,+,PF13231.5,84,209,6.90E-06,26.3,0.842767296,Dolichyl-phosphate-mannose-protein mannosyltransferase
FW602_bin_15,HOFBHBDL_00587,524647,524895,+,PF12172.7,22,42,3.70E-07,29.8,0.567567568,Rubredoxin-like zinc ribbon domain (DUF35_N)
FW602_bin_15,HOFBHBDL_00588,524888,525223,+,PF01796.16,5,84,5.00E-11,42.3,0.923076923,"DUF35 OB-fold domain, acyl-CoA-associated"
FW602_bin_15,HOFBHBDL_00589,525195,526364,-,PF00535.25,5,143,3.70E-30,104.9,0.770588235,Glycosyl transferase family 2
FW602_bin_15,HOFBHBDL_00590,526407,527051,+,PF01746.20,24,211,1.00E-53,181.9,0.948717949,tRNA (Guanine-1)-methyltransferase
FW602_bin_15,HOFBHBDL_00592,527316,528065,-,PF04321.16,2,241,1.70E-34,119.1,0.81533101,RmlD substrate binding domain
FW602_bin_15,HOFBHBDL_00593,528065,528643,-,PF00908.16,9,181,1.60E-39,135.2,1,"dTDP-4-dehydrorhamnose 3,5-epimerase"
FW602_bin_15,HOFBHBDL_00594,528621,529628,-,PF16363.4,5,306,2.60E-83,280.1,0.996987952,"GDP-mannose 4,6 dehydratase"
FW602_bin_15,HOFBHBDL_00595,529625,530482,-,PF00483.22,2,236,3.70E-64,216.6,0.987903226,Nucleotidyl transferase
FW602_bin_15,HOFBHBDL_00596,530509,531012,-,PF04308.11,22,167,4.00E-46,156.4,0.986206897,Ribonuclease H-like
FW602_bin_15,HOFBHBDL_00598,531288,532199,-,PF00188.25,66,178,1.30E-18,67.9,0.944444444,Cysteine-rich secretory protein family
FW602_bin_15,HOFBHBDL_00599,532211,532519,-,PF00814.24,24,84,1.30E-14,54.4,0.225092251,Glycoprotease family
FW602_bin_15,HOFBHBDL_00600,532519,533508,-,PF01370.20,5,251,2.10E-52,177.9,0.991701245,NAD dependent epimerase/dehydratase family
FW602_bin_15,HOFBHBDL_00601,533501,533869,-,PF02367.16,2,117,5.70E-31,107,0.904,Threonylcarbamoyl adenosine biosynthesis protein TsaE
FW602_bin_15,HOFBHBDL_00602,533842,534252,-,PF04892.11,8,116,2.60E-17,63.6,0.968,VanZ like family
FW602_bin_15,HOFBHBDL_00603,534236,535006,-,PF00932.18,21,114,1.80E-13,50.7,0.981981982,Lamin Tail Domain
FW602_bin_15,HOFBHBDL_00606,537075,537746,-,PF00005.26,23,170,6.60E-37,127,0.99270073,ABC transporter
FW602_bin_15,HOFBHBDL_00608,538290,539369,-,PF03462.17,30,211,3.60E-55,186.7,0.984455959,PCRF domain
FW602_bin_15,HOFBHBDL_00612,540873,541520,-,PF13399.5,101,187,7.20E-09,36.4,0.952941176,LytR cell envelope-related transcriptional attenuator
FW602_bin_15,HOFBHBDL_00613,541545,542792,-,PF07690.15,28,342,5.00E-19,68.3,0.906515581,Major Facilitator Superfamily
FW602_bin_15,HOFBHBDL_00614,542794,543300,-,PF00254.27,76,165,3.40E-35,120.1,0.978723404,FKBP-type peptidyl-prolyl cis-trans isomerase
FW602_bin_15,HOFBHBDL_00615,543472,544011,-,PF00293.27,53,166,2.30E-19,69.6,0.893129771,NUDIX domain
FW602_bin_15,HOFBHBDL_00617,544635,547310,-,PF07517.13,10,403,1.60E-121,404.9,0.979310345,SecA DEAD-like domain
FW602_bin_15,HOFBHBDL_00619,547615,548889,-,PF00587.24,227,401,1.10E-25,90.6,0.955307263,"tRNA synthetase class II core domain (G, H, P, S and T)"
FW602_bin_15,HOFBHBDL_00622,549763,551232,-,PF00152.19,149,484,4.50E-63,213.1,0.996815287,"tRNA synthetases class II (D, K and N)"
FW602_bin_15,HOFBHBDL_00623,551285,551755,-,PF01272.18,85,156,4.20E-24,84.1,0.961038961,"Transcription elongation factor, GreA/GreB, C-term"
FW602_bin_15,HOFBHBDL_00624,551921,552466,+,PF00072.23,58,165,1.30E-09,38.1,0.9375,Response regulator receiver domain
FW602_bin_15,HOFBHBDL_00625,552507,553085,+,PF01928.20,13,149,8.10E-10,38.8,0.826815642,CYTH domain
FW602_bin_15,HOFBHBDL_00626,553324,554346,+,PF03576.13,3,328,2.00E-42,145.6,0.986622074,Peptidase family S58
FW602_bin_15,HOFBHBDL_00629,555058,557463,-,PF05362.12,580,782,7.10E-85,283.6,0.990243902,Lon protease (S16) C-terminal proteolytic domain
FW602_bin_15,HOFBHBDL_00630,557500,557961,-,PF01569.20,40,147,9.20E-20,70.7,0.919117647,PAP2 superfamily
FW602_bin_15,HOFBHBDL_00631,557954,558622,-,PF03734.13,80,220,7.30E-19,68.5,1,"L,D-transpeptidase catalytic domain"
FW602_bin_15,HOFBHBDL_00632,558642,559004,+,PF01219.18,13,113,2.60E-32,110.6,0.990196078,Prokaryotic diacylglycerol kinase
FW602_bin_15,HOFBHBDL_00633,558937,559560,-,PF01509.17,11,163,6.30E-49,166.1,1,TruB family pseudouridylate synthase (N terminal domain)
FW602_bin_15,HOFBHBDL_00634,559592,560209,-,PF02777.17,99,199,8.00E-40,135,1,"Iron/manganese superoxide dismutases, C-terminal domain"
FW602_bin_15,HOFBHBDL_00635,560241,560627,-,PF01641.17,8,125,7.60E-51,171.2,0.983471074,SelR domain
FW602_bin_15,HOFBHBDL_00636,560651,561463,-,PF01966.21,96,180,2.00E-06,27.9,0.819672131,HD domain
FW602_bin_15,HOFBHBDL_00637,561504,561968,-,PF13473.5,58,153,1.70E-12,47.3,0.865384615,Cupredoxin-like domain
FW602_bin_15,HOFBHBDL_00638,562020,562403,+,PF00085.19,40,108,3.10E-06,26.9,0.682692308,Thioredoxin
FW602_bin_15,HOFBHBDL_00639,562407,562949,+,PF02600.15,48,172,3.60E-12,46.8,0.965986395,Disulfide bond formation protein DsbB
FW602_bin_15,HOFBHBDL_00641,563461,565596,-,PF00122.19,224,402,1.30E-57,194.2,0.994475138,E1-E2 ATPase
FW602_bin_15,HOFBHBDL_00642,565598,565957,-,PF13473.5,16,118,2.10E-23,82.3,0.990384615,Cupredoxin-like domain
FW602_bin_15,HOFBHBDL_00643,565954,566232,-,PF02583.16,13,91,6.10E-22,77.7,0.974025974,Metal-sensitive transcriptional repressor
FW602_bin_15,HOFBHBDL_00644,566293,567276,+,PF13386.5,7,199,7.20E-26,91.3,0.989949749,Cytochrome C biogenesis protein transmembrane region
FW602_bin_15,HOFBHBDL_00645,567278,567478,+,PF00403.25,6,63,2.30E-07,31.1,0.983870968,Heavy-metal-associated domain
FW602_bin_15,HOFBHBDL_00646,567475,568422,-,PF01699.23,7,143,2.50E-12,46.9,0.953642384,Sodium/calcium exchanger protein
FW602_bin_15,HOFBHBDL_00646,567475,568422,-,PF01699.23,172,307,3.10E-14,53.1,0.947019868,Sodium/calcium exchanger protein
FW602_bin_15,HOFBHBDL_00648,568713,569810,+,PF00717.22,109,179,5.20E-14,51.8,1,Peptidase S24-like
FW602_bin_15,HOFBHBDL_00651,571194,571772,+,PF00156.26,23,174,1.30E-23,83.1,0.968553459,Phosphoribosyl transferase domain
FW602_bin_15,HOFBHBDL_00654,573053,574396,-,PF00749.20,2,293,3.00E-78,262.8,0.996815287,"tRNA synthetases class I (E and Q), catalytic domain"
FW602_bin_15,HOFBHBDL_00656,575467,575880,-,PF00486.27,43,113,7.00E-12,45.2,0.896103896,"Transcriptional regulatory protein, C terminal"
FW602_bin_15,HOFBHBDL_00657,575899,576822,-,PF00768.19,61,281,4.90E-54,183.2,0.958506224,D-alanyl-D-alanine carboxypeptidase
FW602_bin_15,HOFBHBDL_00658,576822,578153,-,PF00152.19,114,427,8.10E-69,232,0.987261146,"tRNA synthetases class II (D, K and N)"
FW602_bin_15,HOFBHBDL_00659,578180,579655,-,PF13328.5,27,177,4.80E-48,162.7,0.993589744,HD domain
FW602_bin_15,HOFBHBDL_00660,579707,581335,-,PF02272.18,299,414,3.10E-19,69.7,0.95620438,DHHA1 domain
FW602_bin_15,HOFBHBDL_00661,581356,582696,+,PF01743.19,24,145,2.30E-31,108.8,1,Poly A polymerase head domain
FW602_bin_15,HOFBHBDL_00664,583724,584935,-,PF11258.7,86,242,2.50E-28,98.9,0.897959184,Protein of unknown function (DUF3048) N-terminal domain
FW602_bin_15,HOFBHBDL_00665,584932,585381,-,PF14584.5,6,147,5.30E-40,136.7,0.946666667,Protein of unknown function (DUF4446)
FW602_bin_15,HOFBHBDL_00666,585838,586470,+,PF00730.24,42,176,8.70E-21,74.3,0.990740741,HhH-GPD superfamily base excision DNA repair protein
FW602_bin_15,HOFBHBDL_00667,586467,586910,-,PF02580.15,2,146,2.70E-49,167.3,1,D-Tyr-tRNA(Tyr) deacylase
FW602_bin_15,HOFBHBDL_00668,587287,588258,-,PF01594.15,14,320,9.40E-58,195.8,0.987767584,AI-2E family transporter
FW602_bin_15,HOFBHBDL_00669,588242,589159,-,PF01715.16,37,275,1.60E-56,191.6,0.995614035,IPP transferase
FW602_bin_15,HOFBHBDL_00670,589166,589954,-,PF06182.10,43,261,3.10E-31,108.8,0.969432314,ABC-2 family transporter protein
FW602_bin_15,HOFBHBDL_00671,589957,590757,-,PF06182.10,32,265,4.60E-19,69,0.991266376,ABC-2 family transporter protein
FW602_bin_15,HOFBHBDL_00672,590763,591749,-,PF00005.26,41,185,1.00E-24,87.5,0.99270073,ABC transporter
FW602_bin_15,HOFBHBDL_00674,592064,592339,-,PF00216.20,1,89,1.10E-22,80,0.988888889,Bacterial DNA-binding protein
FW602_bin_15,HOFBHBDL_00675,592360,593517,-,PF01966.21,203,290,4.30E-15,55.9,0.959016393,HD domain
FW602_bin_15,HOFBHBDL_00676,593627,594250,-,PF02631.15,85,202,5.80E-23,81.6,0.950819672,RecX family
FW602_bin_15,HOFBHBDL_00678,594611,595690,-,PF00154.20,22,284,2.40E-136,453.3,1,recA bacterial DNA recombination protein
FW602_bin_15,HOFBHBDL_00681,596333,596779,+,PF00293.27,23,132,2.90E-10,40.2,0.854961832,NUDIX domain
FW602_bin_15,HOFBHBDL_00682,596772,598436,+,PF13231.5,70,223,9.60E-17,61.6,0.955974843,Dolichyl-phosphate-mannose-protein mannosyltransferase
FW602_bin_15,HOFBHBDL_00684,598852,599259,-,PF00380.18,14,135,5.10E-33,114.1,1,Ribosomal protein S9/S16
FW602_bin_15,HOFBHBDL_00685,599261,599665,-,PF00572.17,16,123,1.60E-39,134.9,0.864,Ribosomal protein L13
FW602_bin_15,HOFBHBDL_00686,599662,600147,-,PF01196.18,20,117,5.30E-23,81.6,1,Ribosomal protein L17
FW602_bin_15,HOFBHBDL_00687,600166,601077,-,PF01193.23,23,212,2.00E-22,78.3,0.942028986,RNA polymerase Rpb3/Rpb11 dimerisation domain
FW602_bin_15,HOFBHBDL_00688,601106,601708,-,PF00163.18,3,92,8.00E-26,90.7,1,Ribosomal protein S4/S9 N-terminal domain
FW602_bin_15,HOFBHBDL_00689,601711,602073,-,PF00411.18,9,119,3.10E-43,146.6,1,Ribosomal protein S11
FW602_bin_15,HOFBHBDL_00690,602073,602480,-,PF00416.21,3,108,4.50E-26,91.6,1,Ribosomal protein S13/S18
FW602_bin_15,HOFBHBDL_00691,602593,602814,-,PF01176.18,8,70,7.30E-21,73.7,0.984375,Translation initiation factor 1A / IF-1
FW602_bin_15,HOFBHBDL_00692,602816,603568,-,PF00557.23,15,241,5.60E-37,127.4,0.980861244,Metallopeptidase family M24
FW602_bin_15,HOFBHBDL_00693,603565,604200,-,PF00406.21,6,181,8.30E-26,90.8,0.98013245,Adenylate kinase
FW602_bin_15,HOFBHBDL_00694,604197,604568,-,PF00226.30,16,81,2.80E-18,65.7,1,DnaJ domain
FW602_bin_15,HOFBHBDL_00695,604543,605832,-,PF00344.19,73,410,5.30E-105,350.9,1,SecY translocase
FW602_bin_15,HOFBHBDL_00696,605842,606279,-,PF00828.18,24,144,6.00E-18,65.6,0.983471074,"Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A"
FW602_bin_15,HOFBHBDL_00697,606276,606767,-,PF03719.14,94,159,9.60E-24,82.6,0.916666667,"Ribosomal protein S5, C-terminal domain"
FW602_bin_15,HOFBHBDL_00698,606771,607079,-,PF00861.21,3,102,2.60E-35,121.2,0.974137931,"Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast"
FW602_bin_15,HOFBHBDL_00699,607093,607638,-,PF00347.22,11,82,7.60E-16,58.5,1,Ribosomal protein L6
FW602_bin_15,HOFBHBDL_00699,607093,607638,-,PF00347.22,90,163,3.20E-14,53.2,0.986842105,Ribosomal protein L6
FW602_bin_15,HOFBHBDL_00700,607640,608017,-,PF00410.18,5,125,4.90E-32,110.4,0.992125984,Ribosomal protein S8
FW602_bin_15,HOFBHBDL_00701,608019,608204,-,PF00253.20,15,60,1.20E-22,79.3,0.888888889,Ribosomal protein S14p/S29e
FW602_bin_15,HOFBHBDL_00702,608236,608787,-,PF00673.20,85,178,1.30E-30,105.3,1,ribosomal L5P family C-terminus
FW602_bin_15,HOFBHBDL_00703,608791,609102,-,PF17136.3,39,103,2.60E-18,66.1,1,Ribosomal proteins 50S L24/mitochondrial 39S L24
FW602_bin_15,HOFBHBDL_00704,609109,609474,-,PF00238.18,1,121,6.30E-38,129.5,1,Ribosomal protein L14p/L23e
FW602_bin_15,HOFBHBDL_00705,609474,609701,-,PF00366.19,6,72,4.30E-22,77.9,1,Ribosomal protein S17
FW602_bin_15,HOFBHBDL_00707,609913,610323,-,PF00252.17,4,132,1.80E-40,137.9,1,Ribosomal protein L16p/L10e
FW602_bin_15,HOFBHBDL_00708,610326,610976,-,PF00189.19,131,211,3.20E-26,91.6,0.975903614,"Ribosomal protein S3, C-terminal domain"
FW602_bin_15,HOFBHBDL_00709,610979,611416,-,PF00237.18,6,106,1.80E-26,92.3,0.980582524,Ribosomal protein L22p/L17e
FW602_bin_15,HOFBHBDL_00710,611432,611713,-,PF00203.20,3,82,1.50E-28,98.4,1,Ribosomal protein S19
FW602_bin_15,HOFBHBDL_00711,611713,612462,-,PF03947.17,96,221,9.50E-46,155,0.992063492,"Ribosomal Proteins L2, C-terminal domain"
FW602_bin_15,HOFBHBDL_00712,612459,612728,-,PF00276.19,3,81,4.10E-18,65.4,0.906976744,Ribosomal protein L23
FW602_bin_15,HOFBHBDL_00713,612725,613393,-,PF00573.21,10,193,4.80E-33,114.4,0.979166667,Ribosomal protein L4/L1 family
FW602_bin_15,HOFBHBDL_00714,613386,614156,-,PF00297.21,87,180,1.40E-16,60.4,0.246612466,Ribosomal protein L3
FW602_bin_15,HOFBHBDL_00715,614271,614828,-,PF01728.18,4,134,7.20E-12,45.7,0.723163842,FtsJ-like methyltransferase
FW602_bin_15,HOFBHBDL_00716,614838,615146,-,PF00338.21,7,101,3.40E-28,97.7,1,Ribosomal protein S10p/S20e
FW602_bin_15,HOFBHBDL_00717,615190,616392,-,PF00009.26,14,207,1.50E-57,194.2,0.994845361,Elongation factor Tu GTP binding domain
FW602_bin_15,HOFBHBDL_00720,618314,620473,-,PF00009.26,25,305,1.20E-54,184.7,0.994845361,Elongation factor Tu GTP binding domain
FW602_bin_15,HOFBHBDL_00721,620518,620997,-,PF00177.20,1,152,1.40E-55,187,1,Ribosomal protein S7p/S5e
FW602_bin_15,HOFBHBDL_00722,621006,621458,-,PF00164.24,38,135,3.60E-33,113.5,0.877192982,Ribosomal protein S12/S23
FW602_bin_15,HOFBHBDL_00723,621469,625179,-,PF04997.11,14,435,4.20E-81,272.6,0.993589744,"RNA polymerase Rpb1, domain 1"
FW602_bin_15,HOFBHBDL_00724,625183,628557,-,PF00562.27,601,1000,7.20E-140,466.4,0.994871795,"RNA polymerase Rpb2, domain 6"
FW602_bin_15,HOFBHBDL_00726,629011,630039,-,PF02618.15,49,338,3.30E-70,236.5,0.992031873,YceG-like family
FW602_bin_15,HOFBHBDL_00728,630225,630614,-,PF03652.14,1,126,1.60E-27,96.4,1,Holliday junction resolvase
FW602_bin_15,HOFBHBDL_00729,630595,631296,-,PF04203.12,90,219,2.00E-19,69.5,0.984,Sortase family
FW602_bin_15,HOFBHBDL_00730,631298,633424,-,PF04865.13,423,519,2.00E-05,23.8,0.364705882,Baseplate J-like protein
FW602_bin_15,HOFBHBDL_00731,633408,635147,-,PF01411.18,6,423,1.30E-107,360.6,0.788043478,tRNA synthetases class II (A)
FW602_bin_15,HOFBHBDL_00733,635452,636078,-,PF13413.5,7,66,4.70E-14,51.9,0.967741935,Helix-turn-helix domain
FW602_bin_15,HOFBHBDL_00734,636102,638195,-,PF01580.17,331,463,9.80E-43,146.1,0.555555556,FtsK/SpoIIIE family
FW602_bin_15,HOFBHBDL_00734,636102,638195,-,PF01580.17,469,518,1.90E-12,46.9,0.222222222,FtsK/SpoIIIE family
FW602_bin_15,HOFBHBDL_00735,638222,639871,-,PF00753.26,13,161,7.70E-14,52.1,0.766497462,Metallo-beta-lactamase superfamily
FW602_bin_15,HOFBHBDL_00736,639874,640476,-,PF03167.18,31,176,6.20E-40,136.6,0.948387097,Uracil DNA glycosylase superfamily
FW602_bin_15,HOFBHBDL_00737,640477,641535,-,PF00004.28,123,260,4.60E-13,49.6,0.962121212,ATPase family associated with various cellular activities (AAA)
FW602_bin_15,HOFBHBDL_00739,641977,644412,-,PF01138.20,14,144,2.50E-17,63.5,0.984848485,"3' exoribonuclease family, domain 1"
FW602_bin_15,HOFBHBDL_00739,641977,644412,-,PF01138.20,320,453,2.20E-19,70.1,1,"3' exoribonuclease family, domain 1"
FW602_bin_15,HOFBHBDL_00740,644439,644708,-,PF00312.21,10,87,2.50E-34,117.2,0.962962963,Ribosomal protein S15
FW602_bin_15,HOFBHBDL_00742,645666,647066,-,PF00009.26,9,168,1.90E-34,118.8,0.963917526,Elongation factor Tu GTP binding domain
FW602_bin_15,HOFBHBDL_00743,647113,648213,-,PF13184.5,209,276,2.10E-25,88.5,0.985507246,NusA-like KH domain
FW602_bin_15,HOFBHBDL_00744,648319,649194,-,PF00226.30,6,69,1.30E-28,98.8,1,DnaJ domain
FW602_bin_15,HOFBHBDL_00747,650643,652535,-,PF00012.19,4,596,2.00E-247,822.1,0.998330551,Hsp70 protein
FW602_bin_15,HOFBHBDL_00748,652593,653033,-,PF01025.18,3,144,1.10E-28,99.8,0.927710843,GrpE
FW602_bin_15,HOFBHBDL_00749,653039,653770,-,PF01628.20,95,228,3.90E-12,46.5,0.577272727,HrcA protein C terminal domain
FW602_bin_15,HOFBHBDL_00750,653795,655456,-,PF03023.13,53,483,1.60E-64,218.1,0.96460177,MviN-like protein
FW602_bin_15,HOFBHBDL_00751,655511,655810,+,PF01649.17,4,75,2.50E-07,31.2,0.951219512,Ribosomal protein S20
FW602_bin_15,HOFBHBDL_00752,655882,656436,+,PF05137.12,105,177,7.60E-11,41.8,0.961538462,Fimbrial assembly protein (PilN)
FW602_bin_15,HOFBHBDL_00755,657430,658737,+,PF16656.4,41,114,9.50E-08,32.4,0.893617021,"Purple acid Phosphatase, N-terminal domain"
FW602_bin_15,HOFBHBDL_00759,661263,663653,-,PF16192.4,627,795,3.50E-20,72.3,0.995,C-terminal four TMM region of protein-O-mannosyltransferase
FW602_bin_15,HOFBHBDL_00760,663812,664873,-,PF03816.13,94,263,1.90E-32,112.4,0.980263158,Cell envelope-related transcriptional attenuator domain
FW602_bin_15,HOFBHBDL_00761,664914,666755,+,PF00580.20,8,268,5.40E-71,239.6,0.996825397,UvrD/REP helicase N-terminal domain
FW602_bin_15,HOFBHBDL_00762,666715,667677,+,PF02388.15,117,203,6.40E-13,48.3,0.210784314,FemAB family
FW602_bin_15,HOFBHBDL_00762,666715,667677,+,PF02388.15,208,300,4.90E-10,38.8,0.245098039,FemAB family
FW602_bin_15,HOFBHBDL_00764,668101,671001,-,PF00580.20,8,291,1.20E-69,235.1,0.996825397,UvrD/REP helicase N-terminal domain
FW602_bin_15,HOFBHBDL_00767,671478,672395,-,PF02646.15,38,304,1.50E-56,191.6,0.95532646,RmuC family
FW602_bin_15,HOFBHBDL_00769,672752,673105,+,PF01371.18,17,80,5.50E-11,42.4,0.738636364,Trp repressor protein
FW602_bin_15,HOFBHBDL_00770,673138,674550,+,PF09334.10,5,148,2.00E-45,155.2,0.360613811,tRNA synthetases class I (M)
FW602_bin_15,HOFBHBDL_00770,673138,674550,+,PF09334.10,139,358,8.00E-57,192.7,0.585677749,tRNA synthetases class I (M)
FW602_bin_15,HOFBHBDL_00771,674565,676040,+,PF13632.5,196,431,2.10E-06,27.7,0.989847716,Glycosyl transferase family group 2
FW602_bin_15,HOFBHBDL_00772,676058,677368,+,PF13231.5,37,125,5.40E-09,36.4,0.559748428,Dolichyl-phosphate-mannose-protein mannosyltransferase
FW602_bin_15,HOFBHBDL_00774,677648,679120,+,PF13231.5,66,214,7.60E-07,29.4,0.911949686,Dolichyl-phosphate-mannose-protein mannosyltransferase
FW602_bin_15,HOFBHBDL_00776,679472,680563,+,PF00953.20,81,260,5.80E-20,71.8,0.98125,Glycosyl transferase family 4
FW602_bin_15,HOFBHBDL_00777,680530,681453,+,PF01040.17,24,173,6.70E-22,77.9,0.595238095,UbiA prenyltransferase family
FW602_bin_15,HOFBHBDL_00778,681412,682257,-,PF08308.10,35,88,4.40E-06,26.4,0.771428571,PEGA domain
FW602_bin_15,HOFBHBDL_00778,681412,682257,-,PF08308.10,120,179,3.20E-11,42.8,0.871428571,PEGA domain
FW602_bin_15,HOFBHBDL_00781,683321,683995,+,PF14528.5,109,186,1.90E-05,24.9,0.948051948,LAGLIDADG-like domain
FW602_bin_15,HOFBHBDL_00782,683958,684842,-,PF00483.22,5,268,1.80E-29,103,0.971774194,Nucleotidyl transferase
FW602_bin_15,HOFBHBDL_00783,685064,685741,+,PF01551.21,122,217,7.10E-29,99.8,0.989583333,Peptidase family M23
FW602_bin_15,HOFBHBDL_00784,685738,686331,-,PF00730.24,40,166,3.50E-14,53.1,0.833333333,HhH-GPD superfamily base excision DNA repair protein
FW602_bin_15,HOFBHBDL_00785,686341,687060,-,PF13399.5,150,238,9.30E-08,32.9,0.964705882,LytR cell envelope-related transcriptional attenuator
FW602_bin_15,HOFBHBDL_00786,687099,688721,-,PF00118.23,22,522,3.70E-93,312.7,0.99592668,TCP-1/cpn60 chaperonin family
FW602_bin_15,HOFBHBDL_00788,688998,689324,-,PF00166.20,13,104,7.20E-20,70.8,0.978494624,Chaperonin 10 Kd subunit
FW602_bin_15,HOFBHBDL_00789,689402,689854,+,PF00293.27,2,137,3.20E-10,40,0.946564885,NUDIX domain
FW602_bin_15,HOFBHBDL_00790,689841,690689,-,PF01909.22,91,134,6.70E-05,23,0.463157895,Nucleotidyltransferase domain
FW602_bin_15,HOFBHBDL_00791,690658,692088,-,PF13416.5,91,381,5.40E-35,121.5,0.929328622,Bacterial extracellular solute-binding protein
FW602_bin_15,HOFBHBDL_00792,692117,693874,+,PF04294.12,367,495,2.70E-46,156.3,0.961538462,VanW like protein
FW602_bin_15,HOFBHBDL_00794,694610,695662,+,PF00814.24,23,317,2.40E-82,276.6,0.996309963,Glycoprotease family
FW602_bin_15,HOFBHBDL_00795,695846,697921,+,PF00133.21,14,554,3.90E-160,533.9,0.996677741,"tRNA synthetases class I (I, L, M and V)"
FW602_bin_15,HOFBHBDL_00797,698317,698994,-,PF01386.18,6,91,8.30E-19,67.8,1,Ribosomal L25p family
FW602_bin_15,HOFBHBDL_00798,698997,701615,-,PF13196.5,471,612,2.20E-28,99.4,0.986111111,Protein of unknown function (DUF4012)
FW602_bin_15,HOFBHBDL_00799,701741,702157,-,PF13456.5,8,133,6.10E-13,48.6,0.991935484,Reverse transcriptase-like
FW602_bin_15,HOFBHBDL_00800,702161,703387,-,PF04932.14,209,358,1.20E-07,31.4,0.95483871,O-Antigen ligase
FW602_bin_15,HOFBHBDL_00801,703341,703787,-,PF01424.21,88,145,3.60E-10,39.6,0.95,R3H domain
FW602_bin_15,HOFBHBDL_00802,703784,704626,-,PF02096.19,27,251,3.80E-39,134.1,0.981927711,60Kd inner membrane protein
FW602_bin_15,HOFBHBDL_00803,704623,704862,-,PF01809.17,8,77,9.90E-26,89.3,0.984615385,Haemolytic domain
FW602_bin_15,HOFBHBDL_00804,704846,705187,-,PF00825.17,3,110,5.70E-23,81,0.981818182,Ribonuclease P
FW602_bin_15,HOFBHBDL_00805,705460,706824,+,PF00308.17,122,333,1.30E-74,250.7,0.97260274,Bacterial dnaA  protein
FW602_bin_15,HOFBHBDL_00806,707043,708146,+,PF00712.18,1,117,7.00E-19,68,0.991735537,"DNA polymerase III beta subunit, N-terminal domain"
FW602_bin_15,HOFBHBDL_00807,708143,708655,-,PF13205.5,63,148,3.80E-07,30.7,0.851851852,Bacterial Ig-like domain
FW602_bin_15,HOFBHBDL_00808,708657,711842,-,PF09992.8,968,1049,1.20E-08,35.2,0.476470588,Phosphodiester glycosidase
FW602_bin_15,HOFBHBDL_00809,711844,713760,-,PF12846.6,271,542,6.60E-10,38.3,0.776243094,AAA-like domain
FW602_bin_15,HOFBHBDL_00811,714450,715538,-,PF12666.6,6,89,5.00E-09,36.7,0.955555556,PrgI family protein
FW602_bin_15,HOFBHBDL_00827,727913,729586,+,PF08486.9,303,383,6.20E-18,65.1,0.915789474,Stage II sporulation protein
FW602_bin_15,HOFBHBDL_00833,732950,733384,-,PF01668.17,7,141,1.90E-45,154.1,0.965277778,SmpB protein
FW602_bin_15,HOFBHBDL_00835,734177,734782,+,PF00156.26,161,199,1.20E-07,31.3,0.245283019,Phosphoribosyl transferase domain
FW602_bin_15,HOFBHBDL_00842,736451,736852,+,PF00293.27,7,127,1.50E-16,60.5,0.93129771,NUDIX domain
FW602_bin_15,HOFBHBDL_00844,736997,738781,+,PF01807.19,3,94,6.60E-36,122,0.93877551,CHC2 zinc finger
FW602_bin_15,HOFBHBDL_00845,738804,739883,+,PF04539.15,205,281,1.80E-25,88.7,0.987179487,Sigma-70 region 3
FW602_bin_15,HOFBHBDL_00853,742908,743408,+,PF06983.12,3,129,1.50E-32,112.5,0.99137931,3-demethylubiquinone-9 3-methyltransferase
FW602_bin_15,HOFBHBDL_00855,743951,744751,+,PF00211.19,4,157,1.20E-19,70.6,0.93442623,Adenylate and Guanylate cyclase catalytic domain
FW602_bin_15,HOFBHBDL_00856,744757,745473,-,PF00696.27,5,214,3.00E-24,85.9,1,Amino acid kinase family
FW602_bin_15,HOFBHBDL_00857,745541,745873,+,PF04020.12,1,104,3.20E-32,111.2,0.99047619,"Mycobacterial 4 TMS phage holin, superfamily IV"
FW602_bin_15,HOFBHBDL_00858,746034,747224,+,PF00270.28,79,242,3.40E-44,150.6,0.988636364,DEAD/DEAH box helicase
FW602_bin_15,HOFBHBDL_00861,748057,748620,+,PF00196.18,12,60,1.10E-05,24.8,0.859649123,"Bacterial regulatory proteins, luxR family"
FW602_bin_15,HOFBHBDL_00864,749842,750243,-,PF00856.27,14,111,8.20E-13,49,1,SET domain
FW602_bin_15,HOFBHBDL_00865,750337,752181,+,PF00122.19,106,278,4.90E-41,140.1,1,E1-E2 ATPase
FW602_bin_15,HOFBHBDL_00866,752237,752446,+,PF04070.11,2,57,1.40E-17,63.2,0.95,Domain of unknown function (DUF378)
FW602_bin_15,HOFBHBDL_00867,752467,753462,+,PF09992.8,190,329,2.90E-16,60,0.835294118,Phosphodiester glycosidase
